Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; 1, detached","Margin of Error; 1, detached","Estimate; 1, attached","Margin of Error; 1, attached"
6037137401,"Census Tract 1374.01, Los Angeles County, California",1915,48,1596,109,45,47
6037137402,"Census Tract 1374.02, Los Angeles County, California",1992,75,1579,109,77,56
6037137501,"Census Tract 1375.01, Los Angeles County, California",1744,52,759,78,9,15
6037137502,"Census Tract 1375.02, Los Angeles County, California",1716,38,1464,72,115,68
6037137504,"Census Tract 1375.04, Los Angeles County, California",667,42,667,42,0,132
6037138000,"Census Tract 1380, Los Angeles County, California",1877,24,1868,28,9,14
6037139000,"Census Tract 1390, Los Angeles County, California",2268,27,1276,137,66,51
6037139200,"Census Tract 1392, Los Angeles County, California",2313,126,888,157,222,108
6037139301,"Census Tract 1393.01, Los Angeles County, California",1578,67,1359,88,168,62
6037139302,"Census Tract 1393.02, Los Angeles County, California",2018,29,45,71,185,72
6037139303,"Census Tract 1393.03, Los Angeles County, California",2069,34,92,93,297,94
6037139400,"Census Tract 1394, Los Angeles County, California",2172,42,1310,167,58,81
6037139501,"Census Tract 1395.01, Los Angeles County, California",4520,76,69,70,262,94
6037139502,"Census Tract 1395.02, Los Angeles County, California",1268,42,856,91,84,36
6037139600,"Census Tract 1396, Los Angeles County, California",2258,63,943,140,76,65
6037139701,"Census Tract 1397.01, Los Angeles County, California",1887,51,1709,63,11,16
6037139702,"Census Tract 1397.02, Los Angeles County, California",2241,70,2146,93,44,35
6037139703,"Census Tract 1397.03, Los Angeles County, California",1083,13,1064,24,9,15
6037139801,"Census Tract 1398.01, Los Angeles County, California",1262,63,1255,65,7,13
6037139802,"Census Tract 1398.02, Los Angeles County, California",1391,25,1391,25,0,132
6037141100,"Census Tract 1411, Los Angeles County, California",3134,87,729,168,48,41
6037141200,"Census Tract 1412, Los Angeles County, California",3488,93,703,142,28,32
6037141301,"Census Tract 1413.01, Los Angeles County, California",3248,101,332,112,33,33
6037141302,"Census Tract 1413.02, Los Angeles County, California",3139,106,713,135,21,25
6037141400,"Census Tract 1414, Los Angeles County, California",1942,23,1073,130,87,69
6037141500,"Census Tract 1415, Los Angeles County, California",1169,17,1157,24,12,18
6037141600,"Census Tract 1416, Los Angeles County, California",1712,45,1703,46,9,14
6037141700,"Census Tract 1417, Los Angeles County, California",1322,27,1302,38,9,15
6037143100,"Census Tract 1431, Los Angeles County, California",2173,103,760,164,88,58
6037143200,"Census Tract 1432, Los Angeles County, California",1977,139,340,106,47,40
6037143300,"Census Tract 1433, Los Angeles County, California",3072,79,1104,159,104,67
6037143400,"Census Tract 1434, Los Angeles County, California",2930,121,1184,178,68,62
6037143500,"Census Tract 1435, Los Angeles County, California",2272,101,847,140,128,73
6037143601,"Census Tract 1436.01, Los Angeles County, California",3510,105,242,74,13,22
6037143602,"Census Tract 1436.02, Los Angeles County, California",2065,103,528,140,263,91
6037143700,"Census Tract 1437, Los Angeles County, California",2300,30,1915,127,117,95
6037143800,"Census Tract 1438, Los Angeles County, California",2506,89,1340,144,89,105
6037143901,"Census Tract 1439.01, Los Angeles County, California",1709,49,1682,62,0,132
6037143902,"Census Tract 1439.02, Los Angeles County, California",1412,53,768,86,29,27
6037181000,"Census Tract 1810, Los Angeles County, California",2273,62,1946,110,11,18
6037181300,"Census Tract 1813, Los Angeles County, California",1404,27,1084,86,75,54
6037181400,"Census Tract 1814, Los Angeles County, California",1627,37,819,103,93,65
6037181500,"Census Tract 1815, Los Angeles County, California",1418,40,1163,108,86,65
6037181600,"Census Tract 1816, Los Angeles County, California",1592,45,1059,140,152,134
6037183101,"Census Tract 1831.01, Los Angeles County, California",1385,22,1090,82,78,59
6037183102,"Census Tract 1831.02, Los Angeles County, California",2267,47,945,154,118,88
6037183210,"Census Tract 1832.10, Los Angeles County, California",1979,50,1097,126,141,89
6037183220,"Census Tract 1832.20, Los Angeles County, California",1238,20,739,92,85,50
6037183300,"Census Tract 1833, Los Angeles County, California",1433,51,1171,97,135,70
6037183400,"Census Tract 1834, Los Angeles County, California",1294,53,729,160,265,157
6037183510,"Census Tract 1835.10, Los Angeles County, California",807,13,671,75,115,68
6037183520,"Census Tract 1835.20, Los Angeles County, California",1185,16,448,99,157,83
6037183610,"Census Tract 1836.10, Los Angeles County, California",1031,42,405,92,77,57
6037183620,"Census Tract 1836.20, Los Angeles County, California",1068,22,428,93,280,101
6037183700,"Census Tract 1837, Los Angeles County, California",2432,75,842,160,99,68
6037183810,"Census Tract 1838.10, Los Angeles County, California",1318,61,269,97,127,72
6037183820,"Census Tract 1838.20, Los Angeles County, California",1135,39,259,103,132,92
6037185100,"Census Tract 1851, Los Angeles County, California",2375,63,1756,178,47,47
6037185201,"Census Tract 1852.01, Los Angeles County, California",1679,60,1227,120,245,111
6037185202,"Census Tract 1852.02, Los Angeles County, California",1478,29,753,123,142,67
6037185310,"Census Tract 1853.10, Los Angeles County, California",899,15,547,93,104,72
6037185320,"Census Tract 1853.20, Los Angeles County, California",930,18,538,102,77,68
6037186100,"Census Tract 1861, Los Angeles County, California",1847,40,1186,144,171,85
6037186200,"Census Tract 1862, Los Angeles County, California",3028,81,2020,173,161,114
6037186300,"Census Tract 1863, Los Angeles County, California",2082,53,1592,146,54,56
6037186401,"Census Tract 1864.01, Los Angeles County, California",1646,56,399,107,127,79
6037186402,"Census Tract 1864.02, Los Angeles County, California",1564,26,841,113,130,66
6037187100,"Census Tract 1871, Los Angeles County, California",2519,36,1291,168,383,126
6037187200,"Census Tract 1872, Los Angeles County, California",884,35,605,98,65,49
6037187300,"Census Tract 1873, Los Angeles County, California",1626,55,846,128,134,71
6037188100,"Census Tract 1881, Los Angeles County, California",1850,55,667,115,327,132
6037188200,"Census Tract 1882, Los Angeles County, California",3343,40,1068,165,80,67
6037188300,"Census Tract 1883, Los Angeles County, California",1477,24,1062,99,303,95
6037189100,"Census Tract 1891, Los Angeles County, California",3594,46,535,197,212,132
6037189200,"Census Tract 1892, Los Angeles County, California",3513,37,833,162,71,66
6037189300,"Census Tract 1893, Los Angeles County, California",1399,26,1190,134,0,132
6037189400,"Census Tract 1894, Los Angeles County, California",1847,23,1002,130,93,70
6037189500,"Census Tract 1895, Los Angeles County, California",2943,77,378,130,150,85
6037189600,"Census Tract 1896, Los Angeles County, California",2274,64,603,98,17,28
6037189701,"Census Tract 1897.01, Los Angeles County, California",2600,42,999,144,27,42
6037189702,"Census Tract 1897.02, Los Angeles County, California",1321,56,347,73,57,47
6037189800,"Census Tract 1898, Los Angeles County, California",1578,58,390,91,15,25
6037189901,"Census Tract 1899.01, Los Angeles County, California",4647,70,248,117,17,28
6037189902,"Census Tract 1899.02, Los Angeles County, California",3111,98,147,108,20,35
6037190100,"Census Tract 1901, Los Angeles County, California",3452,41,231,104,99,70
6037190200,"Census Tract 1902, Los Angeles County, California",3703,114,62,79,37,48
6037190301,"Census Tract 1903.01, Los Angeles County, California",2755,97,14,25,0,132
6037190400,"Census Tract 1904, Los Angeles County, California",3270,39,55,63,15,27
6037190510,"Census Tract 1905.10, Los Angeles County, California",1675,58,12,14,0,132
6037190520,"Census Tract 1905.20, Los Angeles County, California",1669,65,120,76,49,34
6037190700,"Census Tract 1907, Los Angeles County, California",1835,79,91,50,83,58
6037190800,"Census Tract 1908, Los Angeles County, California",2899,102,219,100,78,53
6037190901,"Census Tract 1909.01, Los Angeles County, California",1599,68,114,65,63,48
6037190902,"Census Tract 1909.02, Los Angeles County, California",1675,62,215,85,91,54
6037191000,"Census Tract 1910, Los Angeles County, California",1457,34,99,72,32,34
6037191110,"Census Tract 1911.10, Los Angeles County, California",1153,60,133,64,57,51
6037191120,"Census Tract 1911.20, Los Angeles County, California",1603,91,253,85,91,55
6037191201,"Census Tract 1912.01, Los Angeles County, California",1817,43,117,61,89,60
6037191203,"Census Tract 1912.03, Los Angeles County, California",1331,25,136,68,26,28
6037191204,"Census Tract 1912.04, Los Angeles County, California",908,22,167,83,204,109
6037191300,"Census Tract 1913, Los Angeles County, California",2033,57,244,95,158,69
6037191410,"Census Tract 1914.10, Los Angeles County, California",1774,51,115,64,88,44
6037191420,"Census Tract 1914.20, Los Angeles County, California",1206,58,56,37,37,35
6037191500,"Census Tract 1915, Los Angeles County, California",1786,56,373,94,10,15
6037191610,"Census Tract 1916.10, Los Angeles County, California",1509,53,323,98,180,86
6037191620,"Census Tract 1916.20, Los Angeles County, California",886,47,74,49,17,20
6037191710,"Census Tract 1917.10, Los Angeles County, California",1369,47,66,49,91,59
6037191720,"Census Tract 1917.20, Los Angeles County, California",1432,55,109,55,104,60
6037191810,"Census Tract 1918.10, Los Angeles County, California",1418,28,109,72,144,90
6037191820,"Census Tract 1918.20, Los Angeles County, California",1290,82,101,85,26,26
6037191900,"Census Tract 1919, Los Angeles County, California",3496,90,765,169,110,70
6037192000,"Census Tract 1920, Los Angeles County, California",2749,68,769,157,238,96
6037192300,"Census Tract 1923, Los Angeles County, California",1645,65,403,106,29,25
6037192410,"Census Tract 1924.10, Los Angeles County, California",1732,74,415,82,147,90
6037192420,"Census Tract 1924.20, Los Angeles County, California",1534,45,226,94,74,60
6037192510,"Census Tract 1925.10, Los Angeles County, California",1220,29,226,85,55,45
6037192520,"Census Tract 1925.20, Los Angeles County, California",1671,64,219,80,133,67
6037192610,"Census Tract 1926.10, Los Angeles County, California",1520,45,224,82,53,46
6037192620,"Census Tract 1926.20, Los Angeles County, California",1369,37,92,74,32,32
6037192700,"Census Tract 1927, Los Angeles County, California",1155,56,264,86,57,42
6037194100,"Census Tract 1941, Los Angeles County, California",3635,78,1966,168,0,132
6037194200,"Census Tract 1942, Los Angeles County, California",3273,72,1970,160,19,28
6037194300,"Census Tract 1943, Los Angeles County, California",1128,51,1007,83,12,18
6037194400,"Census Tract 1944, Los Angeles County, California",3654,76,370,116,85,70
6037194500,"Census Tract 1945, Los Angeles County, California",1010,47,550,81,68,40
6037195100,"Census Tract 1951, Los Angeles County, California",2183,76,1666,169,12,18
6037195200,"Census Tract 1952, Los Angeles County, California",3306,31,1376,191,229,116
6037195300,"Census Tract 1953, Los Angeles County, California",1660,27,408,91,108,75
6037195400,"Census Tract 1954, Los Angeles County, California",2435,38,1135,164,282,113
6037195500,"Census Tract 1955, Los Angeles County, California",2445,56,1418,176,319,136
6037195600,"Census Tract 1956, Los Angeles County, California",1196,85,511,121,119,77
6037195710,"Census Tract 1957.10, Los Angeles County, California",1397,47,352,92,46,48
6037195720,"Census Tract 1957.20, Los Angeles County, California",1079,39,247,83,137,66
6037195801,"Census Tract 1958.01, Los Angeles County, California",2470,84,742,186,276,127
6037195802,"Census Tract 1958.02, Los Angeles County, California",947,42,256,93,98,72
6037195900,"Census Tract 1959, Los Angeles County, California",3386,45,789,194,161,96
6037197110,"Census Tract 1971.10, Los Angeles County, California",196,63,119,48,37,37
6037197200,"Census Tract 1972, Los Angeles County, California",1687,45,1175,160,129,95
6037197300,"Census Tract 1973, Los Angeles County, California",1813,66,744,153,316,102
6037197410,"Census Tract 1974.10, Los Angeles County, California",1313,62,837,139,142,84
6037197420,"Census Tract 1974.20, Los Angeles County, California",1369,48,537,111,138,62
6037197500,"Census Tract 1975, Los Angeles County, California",1772,64,528,129,133,80
6037197600,"Census Tract 1976, Los Angeles County, California",904,92,281,84,71,47
6037197700,"Census Tract 1977, Los Angeles County, California",1897,44,282,91,162,67
6037199000,"Census Tract 1990, Los Angeles County, California",1341,69,528,113,162,90
6037199110,"Census Tract 1991.10, Los Angeles County, California",817,38,589,81,32,37
6037199120,"Census Tract 1991.20, Los Angeles County, California",1053,29,222,66,136,89
6037199201,"Census Tract 1992.01, Los Angeles County, California",1216,77,361,105,157,94
6037199202,"Census Tract 1992.02, Los Angeles County, California",939,18,535,80,58,42
6037199300,"Census Tract 1993, Los Angeles County, California",1241,89,958,112,158,91
6037199400,"Census Tract 1994, Los Angeles County, California",1422,30,501,117,244,127
6037199700,"Census Tract 1997, Los Angeles County, California",977,33,400,108,198,87
6037199800,"Census Tract 1998, Los Angeles County, California",1626,25,819,138,214,100
6037199900,"Census Tract 1999, Los Angeles County, California",825,38,215,72,106,64
6037201110,"Census Tract 2011.10, Los Angeles County, California",478,32,319,77,54,43
6037201120,"Census Tract 2011.20, Los Angeles County, California",1450,70,732,104,133,78
6037201200,"Census Tract 2012, Los Angeles County, California",777,21,318,99,134,93
6037201301,"Census Tract 2013.01, Los Angeles County, California",1046,19,631,87,90,50
6037201302,"Census Tract 2013.02, Los Angeles County, California",2052,37,247,56,383,91
6037201401,"Census Tract 2014.01, Los Angeles County, California",1448,36,642,96,79,50
6037201402,"Census Tract 2014.02, Los Angeles County, California",1458,22,964,124,126,90
