Id2,Geography,Total; Estimate; Population 25 years and over,Total; Margin of Error; Population 25 years and over,Percent of population 25 years and over  with Bachelor's degree,MOE Percent of population 25 years and over  with Bachelor's degree
6037407800,"Census Tract 4078, Los Angeles County, California",4588,309,8,3.3
6037407900,"Census Tract 4079, Los Angeles County, California",3650,323,11.5,3.3
6037408001,"Census Tract 4080.01, Los Angeles County, California",5977,575,28.1,6
6037408002,"Census Tract 4080.02, Los Angeles County, California",4727,368,19.8,5.8
6037408101,"Census Tract 4081.01, Los Angeles County, California",4655,533,24.4,6.4
6037408102,"Census Tract 4081.02, Los Angeles County, California",4681,332,3.6,1.9
6037408132,"Census Tract 4081.32, Los Angeles County, California",5776,614,3.5,1.8
6037408133,"Census Tract 4081.33, Los Angeles County, California",3064,290,21.2,5.1
6037408134,"Census Tract 4081.34, Los Angeles County, California",1989,156,22.7,7.1
6037408135,"Census Tract 4081.35, Los Angeles County, California",2520,189,30.6,6.7
6037408202,"Census Tract 4082.02, Los Angeles County, California",1264,395,4,2.8
6037408211,"Census Tract 4082.11, Los Angeles County, California",4298,373,19.2,5.1
6037408212,"Census Tract 4082.12, Los Angeles County, California",3101,287,19.2,5.3
6037408301,"Census Tract 4083.01, Los Angeles County, California",3377,511,4.1,2.3
6037408302,"Census Tract 4083.02, Los Angeles County, California",2462,253,13.6,5.2
6037408303,"Census Tract 4083.03, Los Angeles County, California",2603,251,14.9,6.1
6037408401,"Census Tract 4084.01, Los Angeles County, California",2478,223,7.8,3.7
6037408402,"Census Tract 4084.02, Los Angeles County, California",3819,307,19.6,4.4
6037408501,"Census Tract 4085.01, Los Angeles County, California",1914,353,11.9,7.4
6037408502,"Census Tract 4085.02, Los Angeles County, California",4512,378,21.5,4.3
6037408503,"Census Tract 4085.03, Los Angeles County, California",4192,273,26,6.4
6037408601,"Census Tract 4086.01, Los Angeles County, California",4570,308,12.4,3.1
6037408623,"Census Tract 4086.23, Los Angeles County, California",2213,241,21.1,6.9
6037408624,"Census Tract 4086.24, Los Angeles County, California",2267,172,29.2,7.9
6037408625,"Census Tract 4086.25, Los Angeles County, California",2902,272,30.8,6.5
6037408626,"Census Tract 4086.26, Los Angeles County, California",3529,314,33.5,5.5
6037408627,"Census Tract 4086.27, Los Angeles County, California",2175,215,28.6,6.6
6037408628,"Census Tract 4086.28, Los Angeles County, California",3747,202,36.4,5.8
6037408629,"Census Tract 4086.29, Los Angeles County, California",2046,250,34,7.2
6037408703,"Census Tract 4087.03, Los Angeles County, California",4393,483,42.3,6.4
6037408704,"Census Tract 4087.04, Los Angeles County, California",2346,215,13.9,4.7
6037408705,"Census Tract 4087.05, Los Angeles County, California",3361,230,19.3,4.5
6037408706,"Census Tract 4087.06, Los Angeles County, California",1199,190,35.6,8.9
6037408721,"Census Tract 4087.21, Los Angeles County, California",4674,390,15.1,4.7
6037408722,"Census Tract 4087.22, Los Angeles County, California",2988,257,19.6,5.9
6037408800,"Census Tract 4088, Los Angeles County, California",2111,224,7.5,3.4
6037430001,"Census Tract 4300.01, Los Angeles County, California",3267,283,27.2,5
6037430002,"Census Tract 4300.02, Los Angeles County, California",4408,369,19.5,6.3
6037430101,"Census Tract 4301.01, Los Angeles County, California",4095,776,10.7,4.8
6037430102,"Census Tract 4301.02, Los Angeles County, California",2764,285,9,5.7
6037430200,"Census Tract 4302, Los Angeles County, California",769,147,37.7,7.5
6037430301,"Census Tract 4303.01, Los Angeles County, California",3519,424,27.8,4.9
6037430302,"Census Tract 4303.02, Los Angeles County, California",4187,287,24.8,5.3
6037430400,"Census Tract 4304, Los Angeles County, California",2985,192,34.1,5.3
6037430501,"Census Tract 4305.01, Los Angeles County, California",3038,181,22.3,4.9
6037430502,"Census Tract 4305.02, Los Angeles County, California",5257,281,32.6,5.4
6037430600,"Census Tract 4306, Los Angeles County, California",3051,233,34.2,6.4
6037430701,"Census Tract 4307.01, Los Angeles County, California",3645,270,35.9,4.8
6037430721,"Census Tract 4307.21, Los Angeles County, California",2272,265,27.2,7.3
6037430723,"Census Tract 4307.23, Los Angeles County, California",2907,203,33.4,6.4
6037430724,"Census Tract 4307.24, Los Angeles County, California",3524,220,27,4.8
6037430801,"Census Tract 4308.01, Los Angeles County, California",4771,431,34.1,6
6037430802,"Census Tract 4308.02, Los Angeles County, California",3142,258,32.5,4.8
6037430803,"Census Tract 4308.03, Los Angeles County, California",3561,220,32.9,4.5
6037430900,"Census Tract 4309, Los Angeles County, California",6469,500,19.2,5.1
6037431001,"Census Tract 4310.01, Los Angeles County, California",4741,399,23.6,4.9
6037431002,"Census Tract 4310.02, Los Angeles County, California",2163,178,22.3,6.8
6037431100,"Census Tract 4311, Los Angeles County, California",4007,405,12.9,4.8
6037431200,"Census Tract 4312, Los Angeles County, California",3997,407,4,2.3
6037431300,"Census Tract 4313, Los Angeles County, California",1727,146,19,5.5
6037431400,"Census Tract 4314, Los Angeles County, California",2852,294,21,5.1
6037431500,"Census Tract 4315, Los Angeles County, California",6331,513,16.1,4
6037431600,"Census Tract 4316, Los Angeles County, California",2733,213,33.5,7.2
6037431700,"Census Tract 4317, Los Angeles County, California",4204,350,37.4,6.3
6037431800,"Census Tract 4318, Los Angeles County, California",3749,415,29,4.7
6037431900,"Census Tract 4319, Los Angeles County, California",3068,222,25.1,5.4
6037432000,"Census Tract 4320, Los Angeles County, California",6196,398,22.9,4.3
6037432101,"Census Tract 4321.01, Los Angeles County, California",3267,253,25.4,6
6037432102,"Census Tract 4321.02, Los Angeles County, California",4201,342,25,4.9
6037432201,"Census Tract 4322.01, Los Angeles County, California",3766,1039,16.5,4
6037432202,"Census Tract 4322.02, Los Angeles County, California",2964,197,11.5,4.1
6037432300,"Census Tract 4323, Los Angeles County, California",2586,301,16,5.9
6037432401,"Census Tract 4324.01, Los Angeles County, California",2534,282,8.4,4.1
6037432402,"Census Tract 4324.02, Los Angeles County, California",3651,334,9.5,3.5
6037432500,"Census Tract 4325, Los Angeles County, California",5840,588,9.6,3.1
6037432601,"Census Tract 4326.01, Los Angeles County, California",4417,466,11.8,4.1
6037432602,"Census Tract 4326.02, Los Angeles County, California",3393,605,10.8,4.4
6037432700,"Census Tract 4327, Los Angeles County, California",3466,367,11.6,4.3
6037432801,"Census Tract 4328.01, Los Angeles County, California",1750,266,12.2,7
6037432802,"Census Tract 4328.02, Los Angeles County, California",3208,284,8.4,3.7
6037432901,"Census Tract 4329.01, Los Angeles County, California",2970,264,15.6,5.6
6037432902,"Census Tract 4329.02, Los Angeles County, California",2652,268,14.8,5.2
6037433100,"Census Tract 4331, Los Angeles County, California",5133,801,9.2,3.4
6037433200,"Census Tract 4332, Los Angeles County, California",4134,408,6.2,3.2
6037433301,"Census Tract 4333.01, Los Angeles County, California",5715,439,11.8,4.3
6037433302,"Census Tract 4333.02, Los Angeles County, California",979,235,1.5,2.9
6037433303,"Census Tract 4333.03, Los Angeles County, California",3955,403,7.5,2.6
6037433401,"Census Tract 4334.01, Los Angeles County, California",2113,386,9.9,4.3
6037433402,"Census Tract 4334.02, Los Angeles County, California",2857,444,3.7,2.6
6037433403,"Census Tract 4334.03, Los Angeles County, California",3050,306,7.8,4.7
6037433501,"Census Tract 4335.01, Los Angeles County, California",1350,323,3.4,3.9
6037433502,"Census Tract 4335.02, Los Angeles County, California",4704,444,6.1,2.6
6037433601,"Census Tract 4336.01, Los Angeles County, California",3117,288,15,4.5
6037433602,"Census Tract 4336.02, Los Angeles County, California",1696,210,9.6,4.6
6037433700,"Census Tract 4337, Los Angeles County, California",2129,252,4.8,3.6
6037433801,"Census Tract 4338.01, Los Angeles County, California",3221,290,3.8,2.4
6037433802,"Census Tract 4338.02, Los Angeles County, California",1782,214,12.2,7.5
6037433901,"Census Tract 4339.01, Los Angeles County, California",3346,556,6.1,3.2
6037433902,"Census Tract 4339.02, Los Angeles County, California",2499,287,3.5,3.5
6037434001,"Census Tract 4340.01, Los Angeles County, California",2814,348,3.6,2.3
6037434002,"Census Tract 4340.02, Los Angeles County, California",4658,416,5.6,2.9
6037460000,"Census Tract 4600, Los Angeles County, California",3432,201,34.1,5.8
6037460100,"Census Tract 4601, Los Angeles County, California",4582,282,33.6,5.4
6037460200,"Census Tract 4602, Los Angeles County, California",3909,454,22.4,5.2
6037460301,"Census Tract 4603.01, Los Angeles County, California",3500,223,23.6,4.9
6037460302,"Census Tract 4603.02, Los Angeles County, California",2744,203,16.5,4.8
6037460400,"Census Tract 4604, Los Angeles County, California",581,62,22.9,16.1
6037460501,"Census Tract 4605.01, Los Angeles County, California",3644,199,41,4.9
6037460502,"Census Tract 4605.02, Los Angeles County, California",2894,187,31.3,5.6
6037460600,"Census Tract 4606, Los Angeles County, California",3045,159,40.4,5.2
6037460700,"Census Tract 4607, Los Angeles County, California",3344,185,32.6,5.5
6037460800,"Census Tract 4608, Los Angeles County, California",2561,157,33.5,5.7
6037460900,"Census Tract 4609, Los Angeles County, California",4857,448,12.8,4.2
6037461000,"Census Tract 4610, Los Angeles County, California",3934,381,10.8,4.3
6037461100,"Census Tract 4611, Los Angeles County, California",3765,922,14.6,3.5
6037461200,"Census Tract 4612, Los Angeles County, California",3242,257,33.2,5.7
6037461300,"Census Tract 4613, Los Angeles County, California",4248,265,29,4.4
6037461400,"Census Tract 4614, Los Angeles County, California",2753,317,31.7,5
6037461500,"Census Tract 4615, Los Angeles County, California",7078,595,9.2,2.8
6037461600,"Census Tract 4616, Los Angeles County, California",3298,377,14.5,3.6
6037461700,"Census Tract 4617, Los Angeles County, California",1231,208,23.7,10.2
6037461900,"Census Tract 4619, Los Angeles County, California",3967,422,15.3,4.1
6037462000,"Census Tract 4620, Los Angeles County, California",5047,565,12.5,5
6037462100,"Census Tract 4621, Los Angeles County, California",3944,436,17.5,3.6
6037462200,"Census Tract 4622, Los Angeles County, California",6023,969,27.7,5.4
6037462300,"Census Tract 4623, Los Angeles County, California",5256,525,20,4.4
6037462400,"Census Tract 4624, Los Angeles County, California",3127,239,24.6,5.5
6037462500,"Census Tract 4625, Los Angeles County, California",4218,270,25,4.3
6037462600,"Census Tract 4626, Los Angeles County, California",1871,151,35.6,9.9
6037462700,"Census Tract 4627, Los Angeles County, California",3883,371,26.8,6.4
6037462800,"Census Tract 4628, Los Angeles County, California",2079,223,27.5,7.6
6037462900,"Census Tract 4629, Los Angeles County, California",2796,217,23.3,5.2
6037463000,"Census Tract 4630, Los Angeles County, California",1659,155,28.7,8.4
6037463101,"Census Tract 4631.01, Los Angeles County, California",1489,181,29.2,9.1
6037463102,"Census Tract 4631.02, Los Angeles County, California",2543,189,31.9,6.7
6037463200,"Census Tract 4632, Los Angeles County, California",2465,211,28.2,5.9
6037463300,"Census Tract 4633, Los Angeles County, California",1307,200,28.8,7.2
6037463400,"Census Tract 4634, Los Angeles County, California",4622,401,29.3,6
6037463500,"Census Tract 4635, Los Angeles County, California",3790,518,30,5.7
6037463600,"Census Tract 4636, Los Angeles County, California",9335,721,35.4,4
6037463700,"Census Tract 4637, Los Angeles County, California",1683,299,27.1,7.3
6037463800,"Census Tract 4638, Los Angeles County, California",2681,195,39.8,6.5
6037463900,"Census Tract 4639, Los Angeles County, California",2833,302,38.2,6.9
6037464000,"Census Tract 4640, Los Angeles County, California",4799,534,36.1,5.4
6037464100,"Census Tract 4641, Los Angeles County, California",4789,278,33.7,4.9
6037464200,"Census Tract 4642, Los Angeles County, California",3920,254,36.2,5
6037480002,"Census Tract 4800.02, Los Angeles County, California",2361,222,32.8,5.5
6037480011,"Census Tract 4800.11, Los Angeles County, California",3766,363,27,5.5
6037480012,"Census Tract 4800.12, Los Angeles County, California",3288,235,20.4,5
6037480101,"Census Tract 4801.01, Los Angeles County, California",3155,280,15.7,5
6037480102,"Census Tract 4801.02, Los Angeles County, California",2800,261,22.8,4.5
6037480201,"Census Tract 4802.01, Los Angeles County, California",2592,180,26.3,5.1
6037480202,"Census Tract 4802.02, Los Angeles County, California",1779,136,31.4,7.3
6037480301,"Census Tract 4803.01, Los Angeles County, California",5353,380,23.6,4.8
6037480302,"Census Tract 4803.02, Los Angeles County, California",3172,222,32.6,7.7
6037480400,"Census Tract 4804, Los Angeles County, California",4961,467,25.9,7.3
6037480500,"Census Tract 4805, Los Angeles County, California",3414,197,42.3,5.4
6037480600,"Census Tract 4806, Los Angeles County, California",5363,362,32.6,6.2
6037480702,"Census Tract 4807.02, Los Angeles County, California",2998,175,33.7,5
6037480703,"Census Tract 4807.03, Los Angeles County, California",2304,173,33.7,7.2
6037480704,"Census Tract 4807.04, Los Angeles County, California",3043,227,38.2,6.2
6037480802,"Census Tract 4808.02, Los Angeles County, California",2643,233,15.2,5.2
6037480803,"Census Tract 4808.03, Los Angeles County, California",2422,270,25,7.3
6037480804,"Census Tract 4808.04, Los Angeles County, California",3727,422,20.4,5.4
6037480901,"Census Tract 4809.01, Los Angeles County, California",2913,389,21.8,6.1
6037480902,"Census Tract 4809.02, Los Angeles County, California",2924,315,18.1,4.6
6037480903,"Census Tract 4809.03, Los Angeles County, California",2271,244,25.3,7.5
6037481001,"Census Tract 4810.01, Los Angeles County, California",2723,353,23,4.9
6037481002,"Census Tract 4810.02, Los Angeles County, California",3851,351,24.9,5.5
6037481101,"Census Tract 4811.01, Los Angeles County, California",3333,323,26.4,6
6037481102,"Census Tract 4811.02, Los Angeles County, California",2488,233,30.4,7.8
6037481103,"Census Tract 4811.03, Los Angeles County, California",3620,339,19.1,7
6037481201,"Census Tract 4812.01, Los Angeles County, California",2452,260,15.7,4.1
6037481202,"Census Tract 4812.02, Los Angeles County, California",4096,362,21.1,4.1
6037481300,"Census Tract 4813, Los Angeles County, California",2287,256,10.9,5
6037481401,"Census Tract 4814.01, Los Angeles County, California",4335,286,17.9,4
6037481402,"Census Tract 4814.02, Los Angeles County, California",5196,502,19.1,5.7
6037481500,"Census Tract 4815, Los Angeles County, California",3531,300,19.9,5.5
6037481602,"Census Tract 4816.02, Los Angeles County, California",6240,409,15.7,4.4
6037481603,"Census Tract 4816.03, Los Angeles County, California",2727,305,17.3,5
6037481604,"Census Tract 4816.04, Los Angeles County, California",2423,251,11.3,5.1
6037481711,"Census Tract 4817.11, Los Angeles County, California",3520,463,15.6,5.1
6037481712,"Census Tract 4817.12, Los Angeles County, California",3355,309,11.1,3.7
