Id2,Geography,Estimate; Total,Margin of Error; Total
6037134510,"Census Tract 1345.10, Los Angeles County, California",6779,716
6037134520,"Census Tract 1345.20, Los Angeles County, California",5367,524
6037134710,"Census Tract 1347.10, Los Angeles County, California",4900,573
6037134720,"Census Tract 1347.20, Los Angeles County, California",5050,635
6037134800,"Census Tract 1348, Los Angeles County, California",5523,452
6037134901,"Census Tract 1349.01, Los Angeles County, California",3346,346
6037134902,"Census Tract 1349.02, Los Angeles County, California",9262,829
6037135102,"Census Tract 1351.02, Los Angeles County, California",3372,467
6037135111,"Census Tract 1351.11, Los Angeles County, California",3016,329
6037135112,"Census Tract 1351.12, Los Angeles County, California",6188,561
6037135201,"Census Tract 1352.01, Los Angeles County, California",2347,298
6037135202,"Census Tract 1352.02, Los Angeles County, California",4279,346
6037135203,"Census Tract 1352.03, Los Angeles County, California",7234,562
6037137000,"Census Tract 1370, Los Angeles County, California",4927,367
6037137102,"Census Tract 1371.02, Los Angeles County, California",6206,503
6037137201,"Census Tract 1372.01, Los Angeles County, California",5232,523
6037137301,"Census Tract 1373.01, Los Angeles County, California",2213,219
6037137302,"Census Tract 1373.02, Los Angeles County, California",4469,270
6037137401,"Census Tract 1374.01, Los Angeles County, California",5028,434
6037137402,"Census Tract 1374.02, Los Angeles County, California",5304,322
6037137501,"Census Tract 1375.01, Los Angeles County, California",3680,384
6037137502,"Census Tract 1375.02, Los Angeles County, California",3963,382
6037137504,"Census Tract 1375.04, Los Angeles County, California",1991,212
6037138000,"Census Tract 1380, Los Angeles County, California",4462,321
6037139000,"Census Tract 1390, Los Angeles County, California",4364,610
6037139200,"Census Tract 1392, Los Angeles County, California",5017,460
6037139301,"Census Tract 1393.01, Los Angeles County, California",4742,308
6037139302,"Census Tract 1393.02, Los Angeles County, California",4697,550
6037139303,"Census Tract 1393.03, Los Angeles County, California",4030,408
6037139400,"Census Tract 1394, Los Angeles County, California",6248,571
6037139501,"Census Tract 1395.01, Los Angeles County, California",8290,687
6037139502,"Census Tract 1395.02, Los Angeles County, California",2880,372
6037139600,"Census Tract 1396, Los Angeles County, California",5055,490
6037139701,"Census Tract 1397.01, Los Angeles County, California",5070,346
6037139702,"Census Tract 1397.02, Los Angeles County, California",5917,495
6037139703,"Census Tract 1397.03, Los Angeles County, California",3091,259
6037139801,"Census Tract 1398.01, Los Angeles County, California",3040,357
6037139802,"Census Tract 1398.02, Los Angeles County, California",4037,252
6037141100,"Census Tract 1411, Los Angeles County, California",6080,407
6037141200,"Census Tract 1412, Los Angeles County, California",6186,518
6037141301,"Census Tract 1413.01, Los Angeles County, California",6194,576
6037141302,"Census Tract 1413.02, Los Angeles County, California",5797,343
6037141400,"Census Tract 1414, Los Angeles County, California",4502,264
6037141500,"Census Tract 1415, Los Angeles County, California",2533,257
6037141600,"Census Tract 1416, Los Angeles County, California",3873,205
6037141700,"Census Tract 1417, Los Angeles County, California",2843,286
6037143100,"Census Tract 1431, Los Angeles County, California",3598,484
6037143200,"Census Tract 1432, Los Angeles County, California",3667,384
6037143300,"Census Tract 1433, Los Angeles County, California",5755,385
6037143400,"Census Tract 1434, Los Angeles County, California",6274,912
6037143500,"Census Tract 1435, Los Angeles County, California",4454,318
6037143601,"Census Tract 1436.01, Los Angeles County, California",5497,587
6037143602,"Census Tract 1436.02, Los Angeles County, California",4086,523
6037143700,"Census Tract 1437, Los Angeles County, California",4184,473
6037143800,"Census Tract 1438, Los Angeles County, California",4580,311
6037143901,"Census Tract 1439.01, Los Angeles County, California",4040,483
6037143902,"Census Tract 1439.02, Los Angeles County, California",2790,289
6037181000,"Census Tract 1810, Los Angeles County, California",6452,472
6037181300,"Census Tract 1813, Los Angeles County, California",3872,412
6037181400,"Census Tract 1814, Los Angeles County, California",4990,903
6037181500,"Census Tract 1815, Los Angeles County, California",3917,334
6037181600,"Census Tract 1816, Los Angeles County, California",6453,734
6037183101,"Census Tract 1831.01, Los Angeles County, California",4202,320
6037183102,"Census Tract 1831.02, Los Angeles County, California",5987,502
6037183210,"Census Tract 1832.10, Los Angeles County, California",5546,469
6037183220,"Census Tract 1832.20, Los Angeles County, California",4072,446
6037183300,"Census Tract 1833, Los Angeles County, California",5064,567
6037183400,"Census Tract 1834, Los Angeles County, California",4314,630
6037183510,"Census Tract 1835.10, Los Angeles County, California",2791,283
6037183520,"Census Tract 1835.20, Los Angeles County, California",4113,604
6037183610,"Census Tract 1836.10, Los Angeles County, California",4928,2053
6037183620,"Census Tract 1836.20, Los Angeles County, California",3689,818
6037183700,"Census Tract 1837, Los Angeles County, California",6325,695
6037183810,"Census Tract 1838.10, Los Angeles County, California",4363,589
6037183820,"Census Tract 1838.20, Los Angeles County, California",3746,526
6037185100,"Census Tract 1851, Los Angeles County, California",6337,567
6037185201,"Census Tract 1852.01, Los Angeles County, California",5630,670
6037185202,"Census Tract 1852.02, Los Angeles County, California",4328,655
6037185310,"Census Tract 1853.10, Los Angeles County, California",3168,371
6037185320,"Census Tract 1853.20, Los Angeles County, California",3186,374
6037186100,"Census Tract 1861, Los Angeles County, California",4737,554
6037186200,"Census Tract 1862, Los Angeles County, California",7862,657
6037186300,"Census Tract 1863, Los Angeles County, California",6299,496
6037186401,"Census Tract 1864.01, Los Angeles County, California",6460,651
6037186402,"Census Tract 1864.02, Los Angeles County, California",5311,526
6037187100,"Census Tract 1871, Los Angeles County, California",6038,656
6037187200,"Census Tract 1872, Los Angeles County, California",3284,352
6037187300,"Census Tract 1873, Los Angeles County, California",3536,307
6037188100,"Census Tract 1881, Los Angeles County, California",4673,433
6037188200,"Census Tract 1882, Los Angeles County, California",5856,514
6037188300,"Census Tract 1883, Los Angeles County, California",3398,234
6037189100,"Census Tract 1891, Los Angeles County, California",5780,470
6037189200,"Census Tract 1892, Los Angeles County, California",5831,380
6037189300,"Census Tract 1893, Los Angeles County, California",2975,318
6037189400,"Census Tract 1894, Los Angeles County, California",2956,205
6037189500,"Census Tract 1895, Los Angeles County, California",4383,372
6037189600,"Census Tract 1896, Los Angeles County, California",3668,517
6037189701,"Census Tract 1897.01, Los Angeles County, California",3856,396
6037189702,"Census Tract 1897.02, Los Angeles County, California",1936,170
6037189800,"Census Tract 1898, Los Angeles County, California",2308,158
6037189901,"Census Tract 1899.01, Los Angeles County, California",6703,483
6037189902,"Census Tract 1899.02, Los Angeles County, California",5175,342
6037190100,"Census Tract 1901, Los Angeles County, California",4882,448
6037190200,"Census Tract 1902, Los Angeles County, California",6206,473
6037190301,"Census Tract 1903.01, Los Angeles County, California",4670,574
6037190400,"Census Tract 1904, Los Angeles County, California",5737,575
6037190510,"Census Tract 1905.10, Los Angeles County, California",4073,452
6037190520,"Census Tract 1905.20, Los Angeles County, California",4085,533
6037190700,"Census Tract 1907, Los Angeles County, California",2838,223
6037190800,"Census Tract 1908, Los Angeles County, California",6171,598
6037190901,"Census Tract 1909.01, Los Angeles County, California",4657,477
6037190902,"Census Tract 1909.02, Los Angeles County, California",3839,365
6037191000,"Census Tract 1910, Los Angeles County, California",2878,325
6037191110,"Census Tract 1911.10, Los Angeles County, California",4731,715
6037191120,"Census Tract 1911.20, Los Angeles County, California",4156,419
6037191201,"Census Tract 1912.01, Los Angeles County, California",5319,906
6037191203,"Census Tract 1912.03, Los Angeles County, California",3071,478
6037191204,"Census Tract 1912.04, Los Angeles County, California",2242,220
6037191300,"Census Tract 1913, Los Angeles County, California",5098,440
6037191410,"Census Tract 1914.10, Los Angeles County, California",6017,941
6037191420,"Census Tract 1914.20, Los Angeles County, California",3849,464
6037191500,"Census Tract 1915, Los Angeles County, California",5714,630
6037191610,"Census Tract 1916.10, Los Angeles County, California",5245,675
6037191620,"Census Tract 1916.20, Los Angeles County, California",2552,293
6037191710,"Census Tract 1917.10, Los Angeles County, California",3381,435
6037191720,"Census Tract 1917.20, Los Angeles County, California",4545,497
6037191810,"Census Tract 1918.10, Los Angeles County, California",3670,402
6037191820,"Census Tract 1918.20, Los Angeles County, California",3144,400
6037191900,"Census Tract 1919, Los Angeles County, California",7469,579
6037192000,"Census Tract 1920, Los Angeles County, California",4901,538
6037192300,"Census Tract 1923, Los Angeles County, California",2629,270
6037192410,"Census Tract 1924.10, Los Angeles County, California",3773,284
6037192420,"Census Tract 1924.20, Los Angeles County, California",3616,337
6037192510,"Census Tract 1925.10, Los Angeles County, California",3738,288
6037192520,"Census Tract 1925.20, Los Angeles County, California",5414,623
6037192610,"Census Tract 1926.10, Los Angeles County, California",4607,683
6037192620,"Census Tract 1926.20, Los Angeles County, California",4406,835
6037192700,"Census Tract 1927, Los Angeles County, California",3326,443
6037194100,"Census Tract 1941, Los Angeles County, California",6781,494
6037194200,"Census Tract 1942, Los Angeles County, California",4744,362
6037194300,"Census Tract 1943, Los Angeles County, California",2118,352
6037194400,"Census Tract 1944, Los Angeles County, California",5938,602
6037194500,"Census Tract 1945, Los Angeles County, California",2045,301
6037195100,"Census Tract 1951, Los Angeles County, California",5290,1072
6037195200,"Census Tract 1952, Los Angeles County, California",6026,426
6037195300,"Census Tract 1953, Los Angeles County, California",3215,347
6037195400,"Census Tract 1954, Los Angeles County, California",4629,450
6037195500,"Census Tract 1955, Los Angeles County, California",5693,408
6037195600,"Census Tract 1956, Los Angeles County, California",3415,414
6037195710,"Census Tract 1957.10, Los Angeles County, California",5183,1166
6037195720,"Census Tract 1957.20, Los Angeles County, California",2649,418
6037195801,"Census Tract 1958.01, Los Angeles County, California",6433,710
