Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
6037269800,"Census Tract 2698, Los Angeles County, California",752700,70164
6037269901,"Census Tract 2699.01, Los Angeles County, California",491000,72365
6037269902,"Census Tract 2699.02, Los Angeles County, California",490500,102677
6037270100,"Census Tract 2701, Los Angeles County, California",453100,31286
6037270200,"Census Tract 2702, Los Angeles County, California",603900,46439
6037270300,"Census Tract 2703, Los Angeles County, California",675300,88689
6037271100,"Census Tract 2711, Los Angeles County, California",814600,55615
6037271200,"Census Tract 2712, Los Angeles County, California",698000,38161
6037271300,"Census Tract 2713, Los Angeles County, California",674800,58256
6037271400,"Census Tract 2714, Los Angeles County, California",857500,26056
6037271500,"Census Tract 2715, Los Angeles County, California",906800,42161
6037271600,"Census Tract 2716, Los Angeles County, California","1,000,000+",***
6037271701,"Census Tract 2717.01, Los Angeles County, California",833000,74654
6037271702,"Census Tract 2717.02, Los Angeles County, California",513000,246878
6037271801,"Census Tract 2718.01, Los Angeles County, California",698000,115822
6037271802,"Census Tract 2718.02, Los Angeles County, California",671600,65612
6037271900,"Census Tract 2719, Los Angeles County, California",889100,41269
6037272100,"Census Tract 2721, Los Angeles County, California",776200,51874
6037272200,"Census Tract 2722, Los Angeles County, California",607800,34985
6037272301,"Census Tract 2723.01, Los Angeles County, California",768300,93594
6037272302,"Census Tract 2723.02, Los Angeles County, California",545300,117543
6037273100,"Census Tract 2731, Los Angeles County, California",839200,44635
6037273200,"Census Tract 2732, Los Angeles County, California",995900,113683
6037273300,"Census Tract 2733, Los Angeles County, California",899100,116419
6037273400,"Census Tract 2734, Los Angeles County, California","1,000,000+",***
6037273500,"Census Tract 2735, Los Angeles County, California","1,000,000+",***
6037273600,"Census Tract 2736, Los Angeles County, California","1,000,000+",***
6037273700,"Census Tract 2737, Los Angeles County, California",892500,83726
6037273800,"Census Tract 2738, Los Angeles County, California",950600,68035
6037273900,"Census Tract 2739, Los Angeles County, California","1,000,000+",***
6037274100,"Census Tract 2741, Los Angeles County, California",935000,69466
6037274200,"Census Tract 2742, Los Angeles County, California","1,000,000+",***
6037275100,"Census Tract 2751, Los Angeles County, California",644600,44075
6037275200,"Census Tract 2752, Los Angeles County, California",635500,49547
6037275302,"Census Tract 2753.02, Los Angeles County, California",702800,35607
6037275311,"Census Tract 2753.11, Los Angeles County, California",728600,56505
6037275400,"Census Tract 2754, Los Angeles County, California",761800,56571
6037275510,"Census Tract 2755.10, Los Angeles County, California",576700,94684
6037275520,"Census Tract 2755.20, Los Angeles County, California",683300,386729
6037275601,"Census Tract 2756.01, Los Angeles County, California",644700,31656
6037276000,"Census Tract 2760, Los Angeles County, California",729200,48763
6037276100,"Census Tract 2761, Los Angeles County, California",482400,69198
6037276400,"Census Tract 2764, Los Angeles County, California",819300,32053
6037276500,"Census Tract 2765, Los Angeles County, California",778200,67261
6037276601,"Census Tract 2766.01, Los Angeles County, California",936700,42133
6037276602,"Census Tract 2766.02, Los Angeles County, California",507300,31577
6037277000,"Census Tract 2770, Los Angeles County, California",849400,31593
6037277100,"Census Tract 2771, Los Angeles County, California",628600,15377
6037277200,"Census Tract 2772, Los Angeles County, California",246000,56528
6037277400,"Census Tract 2774, Los Angeles County, California",495000,173411
6037278000,"Census Tract 2780, Los Angeles County, California",646800,35467
6037278100,"Census Tract 2781, Los Angeles County, California","1,000,000+",***
6037291110,"Census Tract 2911.10, Los Angeles County, California",474200,35492
6037291120,"Census Tract 2911.20, Los Angeles County, California",486600,132573
6037291130,"Census Tract 2911.30, Los Angeles County, California",419800,21886
6037291210,"Census Tract 2912.10, Los Angeles County, California",428400,39240
6037291220,"Census Tract 2912.20, Los Angeles County, California",472400,26665
6037291300,"Census Tract 2913, Los Angeles County, California",507800,43560
6037292000,"Census Tract 2920, Los Angeles County, California",442400,38800
6037293201,"Census Tract 2932.01, Los Angeles County, California",447900,33221
6037293202,"Census Tract 2932.02, Los Angeles County, California",488700,60692
6037293301,"Census Tract 2933.01, Los Angeles County, California",547700,39659
6037293302,"Census Tract 2933.02, Los Angeles County, California",563600,23742
6037293304,"Census Tract 2933.04, Los Angeles County, California",476100,42280
6037293305,"Census Tract 2933.05, Los Angeles County, California",488500,68538
6037294110,"Census Tract 2941.10, Los Angeles County, California",414200,51783
6037294120,"Census Tract 2941.20, Los Angeles County, California",360800,62572
6037294200,"Census Tract 2942, Los Angeles County, California",444200,19816
6037294300,"Census Tract 2943, Los Angeles County, California",419100,27627
6037294410,"Census Tract 2944.10, Los Angeles County, California",309800,69410
6037294420,"Census Tract 2944.20, Los Angeles County, California",73900,126932
6037294510,"Census Tract 2945.10, Los Angeles County, California",435100,66812
6037294520,"Census Tract 2945.20, Los Angeles County, California",438100,45744
6037294610,"Census Tract 2946.10, Los Angeles County, California",483800,41732
6037294620,"Census Tract 2946.20, Los Angeles County, California",383100,46853
6037294700,"Census Tract 2947, Los Angeles County, California",375000,196321
6037294810,"Census Tract 2948.10, Los Angeles County, California",427800,163342
6037294820,"Census Tract 2948.20, Los Angeles County, California",447100,115217
6037294830,"Census Tract 2948.30, Los Angeles County, California",388400,99523
6037294900,"Census Tract 2949, Los Angeles County, California",444000,47214
6037295101,"Census Tract 2951.01, Los Angeles County, California",501200,32843
6037296100,"Census Tract 2961, Los Angeles County, California",18600,212364
6037296210,"Census Tract 2962.10, Los Angeles County, California",450000,34134
6037296220,"Census Tract 2962.20, Los Angeles County, California",431300,179385
6037296300,"Census Tract 2963, Los Angeles County, California",453400,30132
6037296400,"Census Tract 2964, Los Angeles County, California",581000,39040
6037296500,"Census Tract 2965, Los Angeles County, California",452200,33016
6037296600,"Census Tract 2966, Los Angeles County, California",462300,32138
6037296900,"Census Tract 2969, Los Angeles County, California",474700,58224
6037297000,"Census Tract 2970, Los Angeles County, California",666300,47752
6037297110,"Census Tract 2971.10, Los Angeles County, California",367000,135018
6037297120,"Census Tract 2971.20, Los Angeles County, California",463000,124397
6037297200,"Census Tract 2972, Los Angeles County, California",569400,47347
6037297300,"Census Tract 2973, Los Angeles County, California",607700,57607
6037297400,"Census Tract 2974, Los Angeles County, California",816700,41017
6037297500,"Census Tract 2975, Los Angeles County, California",651400,45665
6037297600,"Census Tract 2976, Los Angeles County, California",517700,70295
6037300100,"Census Tract 3001, Los Angeles County, California",819800,31555
6037300200,"Census Tract 3002, Los Angeles County, California",662400,31509
6037300300,"Census Tract 3003, Los Angeles County, California",654000,25859
6037300400,"Census Tract 3004, Los Angeles County, California",560100,37681
6037300501,"Census Tract 3005.01, Los Angeles County, California",618000,20487
6037300502,"Census Tract 3005.02, Los Angeles County, California",590000,39333
6037300600,"Census Tract 3006, Los Angeles County, California",603200,21848
6037300701,"Census Tract 3007.01, Los Angeles County, California",861800,49831
6037300702,"Census Tract 3007.02, Los Angeles County, California",958300,61602
6037300800,"Census Tract 3008, Los Angeles County, California",718600,58742
6037300901,"Census Tract 3009.01, Los Angeles County, California",859300,35655
6037300902,"Census Tract 3009.02, Los Angeles County, California",770500,71113
6037301000,"Census Tract 3010, Los Angeles County, California",622800,42233
6037301100,"Census Tract 3011, Los Angeles County, California",728600,74420
6037301202,"Census Tract 3012.02, Los Angeles County, California",670700,38410
6037301203,"Census Tract 3012.03, Los Angeles County, California",464200,28121
6037301204,"Census Tract 3012.04, Los Angeles County, California",420000,75904
6037301300,"Census Tract 3013, Los Angeles County, California",905200,93122
6037301400,"Census Tract 3014, Los Angeles County, California",810800,50233
6037301501,"Census Tract 3015.01, Los Angeles County, California",664700,52801
6037301502,"Census Tract 3015.02, Los Angeles County, California",528300,119024
6037301601,"Census Tract 3016.01, Los Angeles County, California",453800,116098
6037301602,"Census Tract 3016.02, Los Angeles County, California",593300,53622
6037301701,"Census Tract 3017.01, Los Angeles County, California",598800,22368
6037301702,"Census Tract 3017.02, Los Angeles County, California",430300,103225
6037301800,"Census Tract 3018, Los Angeles County, California",424700,37715
6037301900,"Census Tract 3019, Los Angeles County, California",466600,39531
6037302001,"Census Tract 3020.01, Los Angeles County, California",400600,47316
6037302002,"Census Tract 3020.02, Los Angeles County, California",360800,26039
6037302102,"Census Tract 3021.02, Los Angeles County, California",568900,33886
6037302103,"Census Tract 3021.03, Los Angeles County, California",466300,73852
6037302104,"Census Tract 3021.04, Los Angeles County, California",405000,60855
6037302201,"Census Tract 3022.01, Los Angeles County, California",573000,81481
6037302202,"Census Tract 3022.02, Los Angeles County, California",414000,142957
6037302301,"Census Tract 3023.01, Los Angeles County, California",455800,35512
6037302302,"Census Tract 3023.02, Los Angeles County, California",588900,228445
6037302400,"Census Tract 3024, Los Angeles County, California",393000,108321
6037302501,"Census Tract 3025.01, Los Angeles County, California",392400,63856
6037302502,"Census Tract 3025.02, Los Angeles County, California",593200,200662
6037310100,"Census Tract 3101, Los Angeles County, California",882600,34115
6037310200,"Census Tract 3102, Los Angeles County, California",678300,40890
6037310300,"Census Tract 3103, Los Angeles County, California",698900,47492
