Id2,Geography,All families - Total; Estimate; Families,All families - Total; Margin of Error; Families,All families - Percent  below poverty level; Estimate; Families,All families - Percent  below poverty level; Margin of Error; Families
6037430801,"Census Tract 4308.01, Los Angeles County, California",1655,156,5.2,4.3
6037430802,"Census Tract 4308.02, Los Angeles County, California",1161,87,6.1,4.4
6037430803,"Census Tract 4308.03, Los Angeles County, California",1336,141,2.3,1.8
6037430900,"Census Tract 4309, Los Angeles County, California",2325,200,11.7,6.1
6037431001,"Census Tract 4310.01, Los Angeles County, California",1664,216,2.8,2.1
6037431002,"Census Tract 4310.02, Los Angeles County, California",820,92,8.9,8.5
6037431100,"Census Tract 4311, Los Angeles County, California",1486,160,13,7.6
6037431200,"Census Tract 4312, Los Angeles County, California",1241,92,4.2,3.5
6037431300,"Census Tract 4313, Los Angeles County, California",703,73,6.8,7.5
6037431400,"Census Tract 4314, Los Angeles County, California",936,86,8,8.1
6037431500,"Census Tract 4315, Los Angeles County, California",1931,222,2.4,2.3
6037431600,"Census Tract 4316, Los Angeles County, California",996,92,9.9,6.6
6037431700,"Census Tract 4317, Los Angeles County, California",1472,141,9.2,5.2
6037431800,"Census Tract 4318, Los Angeles County, California",1414,107,12.6,6.2
6037431900,"Census Tract 4319, Los Angeles County, California",1066,103,14.2,7.2
6037432000,"Census Tract 4320, Los Angeles County, California",1969,148,2.1,2.1
6037432101,"Census Tract 4321.01, Los Angeles County, California",1182,100,4.2,4.1
6037432102,"Census Tract 4321.02, Los Angeles County, California",1633,107,4.6,2.8
6037432201,"Census Tract 4322.01, Los Angeles County, California",875,92,11.8,6.8
6037432202,"Census Tract 4322.02, Los Angeles County, California",963,109,4.2,3.7
6037432300,"Census Tract 4323, Los Angeles County, California",1000,90,7.7,5.9
6037432401,"Census Tract 4324.01, Los Angeles County, California",899,79,20.4,8.3
6037432402,"Census Tract 4324.02, Los Angeles County, California",1310,130,16,7.8
6037432500,"Census Tract 4325, Los Angeles County, California",1887,161,4.8,5.4
6037432601,"Census Tract 4326.01, Los Angeles County, California",1383,145,11.9,7.2
6037432602,"Census Tract 4326.02, Los Angeles County, California",988,88,13.9,7.4
6037432700,"Census Tract 4327, Los Angeles County, California",1092,112,9.1,5.1
6037432801,"Census Tract 4328.01, Los Angeles County, California",613,92,25,11.4
6037432802,"Census Tract 4328.02, Los Angeles County, California",1197,127,28.7,8.1
6037432901,"Census Tract 4329.01, Los Angeles County, California",1025,104,14,7
6037432902,"Census Tract 4329.02, Los Angeles County, California",903,48,7.2,5.7
6037433100,"Census Tract 4331, Los Angeles County, California",1591,133,22,10.2
6037433200,"Census Tract 4332, Los Angeles County, California",1346,112,22.7,7.1
6037433301,"Census Tract 4333.01, Los Angeles County, California",2190,158,27.5,8.4
6037433302,"Census Tract 4333.02, Los Angeles County, California",326,73,10.4,10.6
6037433303,"Census Tract 4333.03, Los Angeles County, California",1314,120,21.2,7.6
6037433401,"Census Tract 4334.01, Los Angeles County, California",684,77,23.5,12.6
6037433402,"Census Tract 4334.02, Los Angeles County, California",998,105,15.4,8.7
6037433403,"Census Tract 4334.03, Los Angeles County, California",1081,111,21,8.1
6037433501,"Census Tract 4335.01, Los Angeles County, California",374,87,17.4,16.4
6037433502,"Census Tract 4335.02, Los Angeles County, California",1433,97,22,7.1
6037433601,"Census Tract 4336.01, Los Angeles County, California",1049,97,8.1,4.9
6037433602,"Census Tract 4336.02, Los Angeles County, California",530,91,10.2,6.3
6037433700,"Census Tract 4337, Los Angeles County, California",751,79,12.1,8.2
6037433801,"Census Tract 4338.01, Los Angeles County, California",1214,119,38.6,12.8
6037433802,"Census Tract 4338.02, Los Angeles County, California",676,55,3.7,4.7
6037433901,"Census Tract 4339.01, Los Angeles County, California",1062,88,20.6,7.8
6037433902,"Census Tract 4339.02, Los Angeles County, California",869,87,16,6.4
6037434001,"Census Tract 4340.01, Los Angeles County, California",891,100,14.7,7.9
6037434002,"Census Tract 4340.02, Los Angeles County, California",1655,86,15.6,6.5
6037460000,"Census Tract 4600, Los Angeles County, California",1344,112,1.6,1.8
6037460100,"Census Tract 4601, Los Angeles County, California",1789,129,1.6,1.9
6037460200,"Census Tract 4602, Los Angeles County, California",1409,134,1.3,2.2
6037460301,"Census Tract 4603.01, Los Angeles County, California",1285,111,3,3.1
6037460302,"Census Tract 4603.02, Los Angeles County, California",963,102,7.2,6.6
6037460400,"Census Tract 4604, Los Angeles County, California",222,58,0,16.4
6037460501,"Census Tract 4605.01, Los Angeles County, California",1581,84,4.3,3.7
6037460502,"Census Tract 4605.02, Los Angeles County, California",1257,98,1.5,1.6
6037460600,"Census Tract 4606, Los Angeles County, California",1366,69,0.9,1.3
6037460700,"Census Tract 4607, Los Angeles County, California",1409,101,1.9,2.1
6037460800,"Census Tract 4608, Los Angeles County, California",985,111,0,4
6037460900,"Census Tract 4609, Los Angeles County, California",1683,147,5.4,4.2
6037461000,"Census Tract 4610, Los Angeles County, California",1406,100,16.1,8
6037461100,"Census Tract 4611, Los Angeles County, California",1036,108,7.8,4.9
6037461200,"Census Tract 4612, Los Angeles County, California",1132,112,1.9,2.3
6037461300,"Census Tract 4613, Los Angeles County, California",1496,160,7.3,5.1
6037461400,"Census Tract 4614, Los Angeles County, California",755,104,9.4,8
6037461500,"Census Tract 4615, Los Angeles County, California",1957,194,18.7,7.7
6037461600,"Census Tract 4616, Los Angeles County, California",1321,132,16.6,6.6
6037461700,"Census Tract 4617, Los Angeles County, California",384,108,0,9.9
6037461900,"Census Tract 4619, Los Angeles County, California",1270,198,40.1,13.1
6037462000,"Census Tract 4620, Los Angeles County, California",1700,176,24.4,8.5
6037462100,"Census Tract 4621, Los Angeles County, California",1126,136,14.8,6.8
6037462200,"Census Tract 4622, Los Angeles County, California",1398,192,15.3,6.7
6037462300,"Census Tract 4623, Los Angeles County, California",1594,205,17.1,8.5
6037462400,"Census Tract 4624, Los Angeles County, California",1115,120,7.1,4.5
6037462500,"Census Tract 4625, Los Angeles County, California",1536,159,2.9,2.6
6037462600,"Census Tract 4626, Los Angeles County, California",718,69,0,5.4
6037462700,"Census Tract 4627, Los Angeles County, California",1258,178,2.9,2.7
6037462800,"Census Tract 4628, Los Angeles County, California",508,131,21.1,12.7
6037462900,"Census Tract 4629, Los Angeles County, California",931,88,4.9,3.6
6037463000,"Census Tract 4630, Los Angeles County, California",574,67,6.3,6.4
6037463101,"Census Tract 4631.01, Los Angeles County, California",462,80,3.2,5.1
6037463102,"Census Tract 4631.02, Los Angeles County, California",935,88,5.2,3.8
6037463200,"Census Tract 4632, Los Angeles County, California",836,115,3,3.4
6037463300,"Census Tract 4633, Los Angeles County, California",419,94,11.2,11.8
6037463400,"Census Tract 4634, Los Angeles County, California",1340,161,2.3,2.7
6037463500,"Census Tract 4635, Los Angeles County, California",1092,158,10,9.2
6037463600,"Census Tract 4636, Los Angeles County, California",2020,286,6.1,3.8
6037463700,"Census Tract 4637, Los Angeles County, California",490,74,2.2,3.6
6037463800,"Census Tract 4638, Los Angeles County, California",956,115,1,1.8
6037463900,"Census Tract 4639, Los Angeles County, California",952,103,6.1,5.3
6037464000,"Census Tract 4640, Los Angeles County, California",1342,200,5.2,5.6
6037464100,"Census Tract 4641, Los Angeles County, California",1916,132,0.9,1.4
6037464200,"Census Tract 4642, Los Angeles County, California",1600,109,2.3,1.7
6037480002,"Census Tract 4800.02, Los Angeles County, California",850,94,1.6,2.7
6037480011,"Census Tract 4800.11, Los Angeles County, California",1333,154,7.7,5.2
6037480012,"Census Tract 4800.12, Los Angeles County, California",1297,123,7.7,5.4
6037480101,"Census Tract 4801.01, Los Angeles County, California",1114,105,5.9,3.9
6037480102,"Census Tract 4801.02, Los Angeles County, California",1041,101,8.1,6.9
6037480201,"Census Tract 4802.01, Los Angeles County, California",983,96,1.2,1.9
6037480202,"Census Tract 4802.02, Los Angeles County, California",726,65,4,3.7
6037480301,"Census Tract 4803.01, Los Angeles County, California",1809,231,18.4,7.3
6037480302,"Census Tract 4803.02, Los Angeles County, California",1187,137,22.5,11.4
6037480400,"Census Tract 4804, Los Angeles County, California",1569,155,6.8,5.9
6037480500,"Census Tract 4805, Los Angeles County, California",1276,122,2.5,2.3
6037480600,"Census Tract 4806, Los Angeles County, California",1714,181,7,5
6037480702,"Census Tract 4807.02, Los Angeles County, California",1191,91,6,5.2
6037480703,"Census Tract 4807.03, Los Angeles County, California",871,87,7,6.3
6037480704,"Census Tract 4807.04, Los Angeles County, California",1110,142,8,6.2
6037480802,"Census Tract 4808.02, Los Angeles County, California",967,66,2,2.3
6037480803,"Census Tract 4808.03, Los Angeles County, California",903,108,1.3,2
6037480804,"Census Tract 4808.04, Los Angeles County, California",1250,146,13.8,7.2
6037480901,"Census Tract 4809.01, Los Angeles County, California",1092,140,8.2,4.7
6037480902,"Census Tract 4809.02, Los Angeles County, California",1053,113,5.2,4.4
6037480903,"Census Tract 4809.03, Los Angeles County, California",780,74,12.2,7.9
6037481001,"Census Tract 4810.01, Los Angeles County, California",840,107,12,7.3
6037481002,"Census Tract 4810.02, Los Angeles County, California",1295,165,13.1,7.7
6037481101,"Census Tract 4811.01, Los Angeles County, California",959,117,18.1,8.7
6037481102,"Census Tract 4811.02, Los Angeles County, California",926,115,6.6,5.5
6037481103,"Census Tract 4811.03, Los Angeles County, California",1345,100,14.4,7.5
6037481201,"Census Tract 4812.01, Los Angeles County, California",833,121,7.1,6.2
6037481202,"Census Tract 4812.02, Los Angeles County, California",1445,153,4.1,3.2
6037481300,"Census Tract 4813, Los Angeles County, California",675,81,5.5,4.1
6037481401,"Census Tract 4814.01, Los Angeles County, California",1508,124,21.2,7.1
6037481402,"Census Tract 4814.02, Los Angeles County, California",1566,157,9.3,5.1
6037481500,"Census Tract 4815, Los Angeles County, California",1075,131,8.5,5
6037481602,"Census Tract 4816.02, Los Angeles County, California",2043,185,17,6.1
6037481603,"Census Tract 4816.03, Los Angeles County, California",983,105,10.2,5.7
6037481604,"Census Tract 4816.04, Los Angeles County, California",895,105,12.8,8.5
6037481711,"Census Tract 4817.11, Los Angeles County, California",1035,116,18.1,7.5
6037481712,"Census Tract 4817.12, Los Angeles County, California",1132,147,11,5.9
6037481713,"Census Tract 4817.13, Los Angeles County, California",626,99,2.9,3.4
6037481714,"Census Tract 4817.14, Los Angeles County, California",670,92,19.9,9.8
6037481800,"Census Tract 4818, Los Angeles County, California",699,94,6.6,5.1
6037481901,"Census Tract 4819.01, Los Angeles County, California",1543,117,6.7,4.1
6037481902,"Census Tract 4819.02, Los Angeles County, California",800,84,10.4,7.4
6037482001,"Census Tract 4820.01, Los Angeles County, California",703,79,2.3,2.4
6037482002,"Census Tract 4820.02, Los Angeles County, California",1841,189,5.6,3.9
6037482101,"Census Tract 4821.01, Los Angeles County, California",1094,114,11.3,6.9
6037482102,"Census Tract 4821.02, Los Angeles County, California",653,89,7.8,5.4
6037482201,"Census Tract 4822.01, Los Angeles County, California",912,112,11.5,8.2
6037482202,"Census Tract 4822.02, Los Angeles County, California",1185,112,9.5,4.7
6037482301,"Census Tract 4823.01, Los Angeles County, California",1167,83,15.2,7.3
6037482303,"Census Tract 4823.03, Los Angeles County, California",1280,111,20.6,7
6037482304,"Census Tract 4823.04, Los Angeles County, California",825,121,17.9,9.5
6037482401,"Census Tract 4824.01, Los Angeles County, California",870,64,8.7,5.1
6037482402,"Census Tract 4824.02, Los Angeles County, California",1695,135,9.3,5.4
6037482502,"Census Tract 4825.02, Los Angeles County, California",643,80,6.7,4.7
6037482503,"Census Tract 4825.03, Los Angeles County, California",847,105,19.6,10.2
6037482521,"Census Tract 4825.21, Los Angeles County, California",1132,103,14.1,7.9
6037482522,"Census Tract 4825.22, Los Angeles County, California",1123,107,7.6,5.4
6037482600,"Census Tract 4826, Los Angeles County, California",1690,144,7.2,4.6
6037482701,"Census Tract 4827.01, Los Angeles County, California",1148,90,10.4,7.1
6037482702,"Census Tract 4827.02, Los Angeles County, California",510,101,0,7.5
6037482800,"Census Tract 4828, Los Angeles County, California",1174,84,7.6,4
6037500100,"Census Tract 5001, Los Angeles County, California",949,101,1.7,2.3
6037500201,"Census Tract 5002.01, Los Angeles County, California",1494,141,0,2.6
6037500202,"Census Tract 5002.02, Los Angeles County, California",1275,98,1.9,2.3
6037500300,"Census Tract 5003, Los Angeles County, California",801,91,5.2,3.5
6037500401,"Census Tract 5004.01, Los Angeles County, California",1836,151,3.2,2.6
6037500402,"Census Tract 5004.02, Los Angeles County, California",884,109,23,11
6037500500,"Census Tract 5005, Los Angeles County, California",664,92,11.3,10.9
6037500600,"Census Tract 5006, Los Angeles County, California",1077,99,12,6.5
6037500700,"Census Tract 5007, Los Angeles County, California",1427,121,5,4.2
6037500800,"Census Tract 5008, Los Angeles County, California",1138,99,8.9,5.7
6037500900,"Census Tract 5009, Los Angeles County, California",1146,102,17.5,8.4
6037501000,"Census Tract 5010, Los Angeles County, California",1774,122,8.1,4
6037501200,"Census Tract 5012, Los Angeles County, California",1055,109,5.5,4.5
6037501300,"Census Tract 5013, Los Angeles County, California",1735,167,2,2.4
6037501400,"Census Tract 5014, Los Angeles County, California",951,78,9.3,7.3
6037501501,"Census Tract 5015.01, Los Angeles County, California",481,79,4,4.6
6037501503,"Census Tract 5015.03, Los Angeles County, California",1011,151,11.3,5
6037501504,"Census Tract 5015.04, Los Angeles County, California",756,121,13,7.6
6037501600,"Census Tract 5016, Los Angeles County, California",1478,156,4.5,5.3
6037501700,"Census Tract 5017, Los Angeles County, California",1007,92,2.5,3
6037501801,"Census Tract 5018.01, Los Angeles County, California",1724,142,15.8,7.2
6037501802,"Census Tract 5018.02, Los Angeles County, California",825,90,7,6.1
6037501900,"Census Tract 5019, Los Angeles County, California",1030,88,6.1,4.9
6037502001,"Census Tract 5020.01, Los Angeles County, California",906,95,9.3,6.1
6037502002,"Census Tract 5020.02, Los Angeles County, California",1465,115,10.9,5.6
6037502100,"Census Tract 5021, Los Angeles County, California",1133,105,3.9,4
6037502200,"Census Tract 5022, Los Angeles County, California",1509,125,7.1,4.5
6037502301,"Census Tract 5023.01, Los Angeles County, California",1226,84,2.3,2.1
6037502302,"Census Tract 5023.02, Los Angeles County, California",611,68,36,10.5
6037502401,"Census Tract 5024.01, Los Angeles County, California",964,93,6.7,5.5
6037502402,"Census Tract 5024.02, Los Angeles County, California",913,78,11.9,8.1
