Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
6037408722,"Census Tract 4087.22, Los Angeles County, California",1197,61,1080,79,117,57
6037408800,"Census Tract 4088, Los Angeles County, California",1222,74,214,82,1008,103
6037430001,"Census Tract 4300.01, Los Angeles County, California",1453,104,1355,108,98,53
6037430002,"Census Tract 4300.02, Los Angeles County, California",2166,144,1487,198,679,183
6037430101,"Census Tract 4301.01, Los Angeles County, California",1574,128,755,113,819,126
6037430102,"Census Tract 4301.02, Los Angeles County, California",1237,88,889,124,348,115
6037430200,"Census Tract 4302, Los Angeles County, California",381,64,285,60,96,43
6037430301,"Census Tract 4303.01, Los Angeles County, California",1672,86,1465,97,207,66
6037430302,"Census Tract 4303.02, Los Angeles County, California",2475,126,1596,147,879,184
6037430400,"Census Tract 4304, Los Angeles County, California",1430,86,1241,105,189,81
6037430501,"Census Tract 4305.01, Los Angeles County, California",1717,112,1334,124,383,95
6037430502,"Census Tract 4305.02, Los Angeles County, California",2849,118,1608,199,1241,219
6037430600,"Census Tract 4306, Los Angeles County, California",1371,97,1347,99,24,26
6037430701,"Census Tract 4307.01, Los Angeles County, California",1941,58,1292,124,649,122
6037430721,"Census Tract 4307.21, Los Angeles County, California",1192,78,678,103,514,108
6037430723,"Census Tract 4307.23, Los Angeles County, California",1679,91,514,126,1165,134
6037430724,"Census Tract 4307.24, Los Angeles County, California",1954,56,536,108,1418,115
6037430801,"Census Tract 4308.01, Los Angeles County, California",2249,106,876,167,1373,201
6037430802,"Census Tract 4308.02, Los Angeles County, California",1386,48,1071,103,315,87
6037430803,"Census Tract 4308.03, Los Angeles County, California",1724,69,1522,97,202,66
6037430900,"Census Tract 4309, Los Angeles County, California",3387,166,1304,206,2083,234
6037431001,"Census Tract 4310.01, Los Angeles County, California",2726,138,881,199,1845,203
6037431002,"Census Tract 4310.02, Los Angeles County, California",1249,84,805,77,444,89
6037431100,"Census Tract 4311, Los Angeles County, California",2057,118,827,151,1230,166
6037431200,"Census Tract 4312, Los Angeles County, California",1496,40,1137,97,359,96
6037431300,"Census Tract 4313, Los Angeles County, California",839,49,571,81,268,74
6037431400,"Census Tract 4314, Los Angeles County, California",1385,91,1118,105,267,98
6037431500,"Census Tract 4315, Los Angeles County, California",2948,149,1944,201,1004,168
6037431600,"Census Tract 4316, Los Angeles County, California",1189,68,970,93,219,85
6037431700,"Census Tract 4317, Los Angeles County, California",1951,122,1540,143,411,128
6037431800,"Census Tract 4318, Los Angeles County, California",1676,108,1099,136,577,118
6037431900,"Census Tract 4319, Los Angeles County, California",1487,94,851,105,636,128
6037432000,"Census Tract 4320, Los Angeles County, California",2473,114,1525,195,948,210
6037432101,"Census Tract 4321.01, Los Angeles County, California",1458,73,1105,103,353,107
6037432102,"Census Tract 4321.02, Los Angeles County, California",1837,82,1427,133,410,131
6037432201,"Census Tract 4322.01, Los Angeles County, California",1250,75,835,103,415,88
6037432202,"Census Tract 4322.02, Los Angeles County, California",1236,50,792,114,444,119
6037432300,"Census Tract 4323, Los Angeles County, California",1167,52,686,104,481,113
6037432401,"Census Tract 4324.01, Los Angeles County, California",1021,63,494,119,527,130
6037432402,"Census Tract 4324.02, Los Angeles County, California",1729,96,544,101,1185,144
6037432500,"Census Tract 4325, Los Angeles County, California",2253,145,1489,227,764,206
6037432601,"Census Tract 4326.01, Los Angeles County, California",1594,139,823,129,771,157
6037432602,"Census Tract 4326.02, Los Angeles County, California",1204,66,756,127,448,130
6037432700,"Census Tract 4327, Los Angeles County, California",1262,93,704,126,558,136
6037432801,"Census Tract 4328.01, Los Angeles County, California",795,49,228,83,567,87
6037432802,"Census Tract 4328.02, Los Angeles County, California",1534,76,163,57,1371,84
6037432901,"Census Tract 4329.01, Los Angeles County, California",1274,47,660,106,614,101
6037432902,"Census Tract 4329.02, Los Angeles County, California",941,34,718,94,223,96
6037433100,"Census Tract 4331, Los Angeles County, California",1927,69,692,130,1235,134
6037433200,"Census Tract 4332, Los Angeles County, California",1634,87,678,95,956,104
6037433301,"Census Tract 4333.01, Los Angeles County, California",2489,124,725,160,1764,202
6037433302,"Census Tract 4333.02, Los Angeles County, California",427,42,169,55,258,64
6037433303,"Census Tract 4333.03, Los Angeles County, California",1504,92,661,113,843,124
6037433401,"Census Tract 4334.01, Los Angeles County, California",724,74,301,88,423,93
6037433402,"Census Tract 4334.02, Los Angeles County, California",1159,63,323,94,836,105
6037433403,"Census Tract 4334.03, Los Angeles County, California",1296,65,228,73,1068,89
6037433501,"Census Tract 4335.01, Los Angeles County, California",553,47,139,81,414,80
6037433502,"Census Tract 4335.02, Los Angeles County, California",1716,87,575,110,1141,127
6037433601,"Census Tract 4336.01, Los Angeles County, California",1228,81,734,110,494,103
6037433602,"Census Tract 4336.02, Los Angeles County, California",815,37,412,89,403,90
6037433700,"Census Tract 4337, Los Angeles County, California",850,71,616,97,234,94
6037433801,"Census Tract 4338.01, Los Angeles County, California",1389,77,418,92,971,127
6037433802,"Census Tract 4338.02, Los Angeles County, California",727,52,526,101,201,85
6037433901,"Census Tract 4339.01, Los Angeles County, California",1231,93,277,103,954,109
6037433902,"Census Tract 4339.02, Los Angeles County, California",1005,42,531,81,474,89
6037434001,"Census Tract 4340.01, Los Angeles County, California",1059,66,594,100,465,100
6037434002,"Census Tract 4340.02, Los Angeles County, California",1770,60,754,132,1016,134
6037460000,"Census Tract 4600, Los Angeles County, California",1751,73,1575,105,176,79
6037460100,"Census Tract 4601, Los Angeles County, California",2388,39,2104,115,284,109
6037460200,"Census Tract 4602, Los Angeles County, California",2035,96,1591,148,444,128
6037460301,"Census Tract 4603.01, Los Angeles County, California",1705,31,1529,89,176,81
6037460302,"Census Tract 4603.02, Los Angeles County, California",1359,46,1099,112,260,103
6037460400,"Census Tract 4604, Los Angeles County, California",333,19,277,39,56,36
6037460501,"Census Tract 4605.01, Los Angeles County, California",1831,84,1751,111,80,65
6037460502,"Census Tract 4605.02, Los Angeles County, California",1450,88,1334,97,116,61
6037460600,"Census Tract 4606, Los Angeles County, California",1521,61,1400,88,121,67
6037460700,"Census Tract 4607, Los Angeles County, California",1653,100,1576,106,77,49
6037460800,"Census Tract 4608, Los Angeles County, California",1353,65,1266,99,87,76
6037460900,"Census Tract 4609, Los Angeles County, California",2073,89,1218,157,855,149
6037461000,"Census Tract 4610, Los Angeles County, California",1713,72,996,132,717,137
6037461100,"Census Tract 4611, Los Angeles County, California",1541,79,913,118,628,119
6037461200,"Census Tract 4612, Los Angeles County, California",1645,72,1363,134,282,122
6037461300,"Census Tract 4613, Los Angeles County, California",2395,123,1487,130,908,153
6037461400,"Census Tract 4614, Los Angeles County, California",1372,86,553,97,819,119
6037461500,"Census Tract 4615, Los Angeles County, California",2806,139,1332,156,1474,185
6037461600,"Census Tract 4616, Los Angeles County, California",1801,71,799,136,1002,145
6037461700,"Census Tract 4617, Los Angeles County, California",708,51,635,79,73,61
6037461900,"Census Tract 4619, Los Angeles County, California",2447,196,349,148,2098,208
6037462000,"Census Tract 4620, Los Angeles County, California",2449,99,645,162,1804,187
6037462100,"Census Tract 4621, Los Angeles County, California",1843,87,608,106,1235,130
6037462200,"Census Tract 4622, Los Angeles County, California",3195,162,328,92,2867,166
6037462300,"Census Tract 4623, Los Angeles County, California",3142,151,663,121,2479,212
6037462400,"Census Tract 4624, Los Angeles County, California",1628,80,1092,129,536,119
6037462500,"Census Tract 4625, Los Angeles County, California",2351,131,1639,155,712,160
6037462600,"Census Tract 4626, Los Angeles County, California",927,27,748,65,179,59
6037462700,"Census Tract 4627, Los Angeles County, California",2078,159,743,148,1335,201
6037462800,"Census Tract 4628, Los Angeles County, California",1159,73,446,104,713,118
6037462900,"Census Tract 4629, Los Angeles County, California",1390,93,1190,101,200,75
6037463000,"Census Tract 4630, Los Angeles County, California",833,58,624,91,209,107
6037463101,"Census Tract 4631.01, Los Angeles County, California",854,64,495,93,359,94
6037463102,"Census Tract 4631.02, Los Angeles County, California",1127,61,857,97,270,89
6037463200,"Census Tract 4632, Los Angeles County, California",1456,85,719,85,737,104
6037463300,"Census Tract 4633, Los Angeles County, California",766,86,451,77,315,69
6037463400,"Census Tract 4634, Los Angeles County, California",2695,127,999,143,1696,169
6037463500,"Census Tract 4635, Los Angeles County, California",2560,171,912,190,1648,200
6037463600,"Census Tract 4636, Los Angeles County, California",6142,254,1552,235,4590,288
6037463700,"Census Tract 4637, Los Angeles County, California",882,70,615,104,267,93
6037463800,"Census Tract 4638, Los Angeles County, California",1630,86,1490,106,140,67
6037463900,"Census Tract 4639, Los Angeles County, California",1525,89,964,105,561,102
6037464000,"Census Tract 4640, Los Angeles County, California",2724,149,1543,199,1181,193
6037464100,"Census Tract 4641, Los Angeles County, California",2343,134,2238,142,105,73
6037464200,"Census Tract 4642, Los Angeles County, California",1888,117,1760,121,128,62
6037480002,"Census Tract 4800.02, Los Angeles County, California",1113,50,981,76,132,71
6037480011,"Census Tract 4800.11, Los Angeles County, California",1768,109,766,129,1002,162
6037480012,"Census Tract 4800.12, Los Angeles County, California",1726,96,962,110,764,143
6037480101,"Census Tract 4801.01, Los Angeles County, California",1336,77,782,113,554,110
6037480102,"Census Tract 4801.02, Los Angeles County, California",1340,95,815,119,525,112
6037480201,"Census Tract 4802.01, Los Angeles County, California",1359,89,1184,103,175,69
6037480202,"Census Tract 4802.02, Los Angeles County, California",870,51,785,55,85,44
6037480301,"Census Tract 4803.01, Los Angeles County, California",3076,121,537,162,2539,210
6037480302,"Census Tract 4803.02, Los Angeles County, California",1692,87,794,158,898,164
6037480400,"Census Tract 4804, Los Angeles County, California",2302,96,1171,193,1131,200
6037480500,"Census Tract 4805, Los Angeles County, California",2018,95,1228,136,790,132
6037480600,"Census Tract 4806, Los Angeles County, California",3180,149,889,142,2291,188
6037480702,"Census Tract 4807.02, Los Angeles County, California",1604,59,1196,105,408,93
6037480703,"Census Tract 4807.03, Los Angeles County, California",1236,53,765,114,471,109
6037480704,"Census Tract 4807.04, Los Angeles County, California",1794,105,574,86,1220,121
6037480802,"Census Tract 4808.02, Los Angeles County, California",1088,31,684,105,404,108
6037480803,"Census Tract 4808.03, Los Angeles County, California",1265,82,882,118,383,110
6037480804,"Census Tract 4808.04, Los Angeles County, California",1849,108,449,117,1400,133
6037480901,"Census Tract 4809.01, Los Angeles County, California",1485,149,402,110,1083,165
6037480902,"Census Tract 4809.02, Los Angeles County, California",1409,68,384,111,1025,128
6037480903,"Census Tract 4809.03, Los Angeles County, California",988,63,482,111,506,109
6037481001,"Census Tract 4810.01, Los Angeles County, California",1251,99,476,107,775,134
6037481002,"Census Tract 4810.02, Los Angeles County, California",1962,88,620,137,1342,156
6037481101,"Census Tract 4811.01, Los Angeles County, California",1429,77,283,69,1146,105
6037481102,"Census Tract 4811.02, Los Angeles County, California",1331,93,203,74,1128,107
6037481103,"Census Tract 4811.03, Los Angeles County, California",1484,84,813,114,671,136
6037481201,"Census Tract 4812.01, Los Angeles County, California",1139,105,557,101,582,110
6037481202,"Census Tract 4812.02, Los Angeles County, California",1876,138,1004,135,872,157
6037481300,"Census Tract 4813, Los Angeles County, California",806,61,516,90,290,82
6037481401,"Census Tract 4814.01, Los Angeles County, California",1896,82,809,119,1087,116
6037481402,"Census Tract 4814.02, Los Angeles County, California",2074,99,1035,189,1039,193
6037481500,"Census Tract 4815, Los Angeles County, California",1544,54,1038,126,506,129
6037481602,"Census Tract 4816.02, Los Angeles County, California",2661,106,1035,181,1626,181
6037481603,"Census Tract 4816.03, Los Angeles County, California",1200,94,487,108,713,132
6037481604,"Census Tract 4816.04, Los Angeles County, California",1267,91,407,89,860,116
6037481711,"Census Tract 4817.11, Los Angeles County, California",1389,83,281,83,1108,106
6037481712,"Census Tract 4817.12, Los Angeles County, California",1534,111,537,127,997,144
6037481713,"Census Tract 4817.13, Los Angeles County, California",825,76,359,90,466,100
6037481714,"Census Tract 4817.14, Los Angeles County, California",905,59,235,81,670,95
6037481800,"Census Tract 4818, Los Angeles County, California",917,60,726,99,191,93
