Id2,Geography,Total; Estimate; Population for whom poverty status is determined,Total; Margin of Error; Population for whom poverty status is determined,Number Bbelow poverty level; Estimate; Population for whom poverty status is determined,Number below poverty level; Margin of Error; Population for whom poverty status is determined,Percent below poverty level; Estimate; Population for whom poverty status is determined,Percent below poverty level; Margin of Error; Population for whom poverty status is determined
6037480500,"Census Tract 4805, Los Angeles County, California",5072,387,333,247,6.6,4.7
6037480600,"Census Tract 4806, Los Angeles County, California",8012,469,836,362,10.4,4.3
6037480702,"Census Tract 4807.02, Los Angeles County, California",4347,310,161,72,3.7,1.6
6037480703,"Census Tract 4807.03, Los Angeles County, California",3633,297,140,89,3.9,2.5
6037480704,"Census Tract 4807.04, Los Angeles County, California",4764,327,651,293,13.7,6.1
6037480802,"Census Tract 4808.02, Los Angeles County, California",3214,353,325,147,10.1,4.5
6037480803,"Census Tract 4808.03, Los Angeles County, California",3763,307,468,232,12.4,6.1
6037480804,"Census Tract 4808.04, Los Angeles County, California",5280,489,832,320,15.8,5.9
6037480901,"Census Tract 4809.01, Los Angeles County, California",5266,386,1053,360,20,6.5
6037480902,"Census Tract 4809.02, Los Angeles County, California",4035,402,632,253,15.7,6.3
6037480903,"Census Tract 4809.03, Los Angeles County, California",2842,209,663,235,23.3,8.4
6037481001,"Census Tract 4810.01, Los Angeles County, California",3947,317,451,168,11.4,4.3
6037481002,"Census Tract 4810.02, Los Angeles County, California",6015,458,796,415,13.2,6.9
6037481101,"Census Tract 4811.01, Los Angeles County, California",4077,345,526,209,12.9,5.2
6037481102,"Census Tract 4811.02, Los Angeles County, California",3869,351,543,217,14,5.7
6037481103,"Census Tract 4811.03, Los Angeles County, California",4760,376,566,276,11.9,5.6
6037481201,"Census Tract 4812.01, Los Angeles County, California",3794,300,401,164,10.6,4.6
6037481202,"Census Tract 4812.02, Los Angeles County, California",5720,554,810,325,14.2,5.5
6037481300,"Census Tract 4813, Los Angeles County, California",3303,233,437,174,13.2,5.2
6037481401,"Census Tract 4814.01, Los Angeles County, California",6346,415,1256,438,19.8,6.5
6037481402,"Census Tract 4814.02, Los Angeles County, California",7304,627,893,400,12.2,5.5
6037481500,"Census Tract 4815, Los Angeles County, California",4441,337,808,307,18.2,6.7
6037481603,"Census Tract 4816.03, Los Angeles County, California",3574,333,581,241,16.3,6.5
6037481604,"Census Tract 4816.04, Los Angeles County, California",3750,218,501,188,13.4,5.1
6037481605,"Census Tract 4816.05, Los Angeles County, California",2933,316,357,187,12.2,6.3
6037481606,"Census Tract 4816.06, Los Angeles County, California",5115,423,885,357,17.3,6.4
6037481711,"Census Tract 4817.11, Los Angeles County, California",4053,324,964,269,23.8,6.2
6037481712,"Census Tract 4817.12, Los Angeles County, California",5579,434,1061,349,19,6.1
6037481713,"Census Tract 4817.13, Los Angeles County, California",2910,295,491,187,16.9,6.2
6037481714,"Census Tract 4817.14, Los Angeles County, California",2711,243,673,184,24.8,6.6
6037481800,"Census Tract 4818, Los Angeles County, California",2898,157,256,150,8.8,5.1
6037481901,"Census Tract 4819.01, Los Angeles County, California",5979,313,536,205,9,3.5
6037481902,"Census Tract 4819.02, Los Angeles County, California",3254,286,259,145,8,4.4
6037482001,"Census Tract 4820.01, Los Angeles County, California",2784,195,155,75,5.6,2.8
6037482002,"Census Tract 4820.02, Los Angeles County, California",6837,410,925,452,13.5,6.8
6037482101,"Census Tract 4821.01, Los Angeles County, California",4691,308,867,314,18.5,6.3
6037482102,"Census Tract 4821.02, Los Angeles County, California",2990,235,405,189,13.5,6.1
6037482201,"Census Tract 4822.01, Los Angeles County, California",3889,338,911,277,23.4,7.5
6037482202,"Census Tract 4822.02, Los Angeles County, California",5072,309,861,271,17,5.2
6037482301,"Census Tract 4823.01, Los Angeles County, California",4783,383,1111,412,23.2,8.1
6037482303,"Census Tract 4823.03, Los Angeles County, California",5947,617,1528,390,25.7,6.2
6037482304,"Census Tract 4823.04, Los Angeles County, California",3671,321,1283,396,34.9,9.6
6037482401,"Census Tract 4824.01, Los Angeles County, California",3880,340,412,184,10.6,5.1
6037482402,"Census Tract 4824.02, Los Angeles County, California",7137,517,705,414,9.9,5.9
6037482502,"Census Tract 4825.02, Los Angeles County, California",3280,275,780,209,23.8,6.1
6037482503,"Census Tract 4825.03, Los Angeles County, California",4447,427,776,376,17.4,8.2
6037482521,"Census Tract 4825.21, Los Angeles County, California",5429,589,652,287,12,5.5
6037482522,"Census Tract 4825.22, Los Angeles County, California",5092,429,640,376,12.6,7
6037482600,"Census Tract 4826, Los Angeles County, California",6714,589,857,444,12.8,6.7
6037482701,"Census Tract 4827.01, Los Angeles County, California",4241,393,520,292,12.3,6.6
6037482702,"Census Tract 4827.02, Los Angeles County, California",2508,191,327,172,13,6.4
6037482800,"Census Tract 4828, Los Angeles County, California",4467,349,452,297,10.1,6.3
6037500100,"Census Tract 5001, Los Angeles County, California",3943,323,106,65,2.7,1.6
6037500201,"Census Tract 5002.01, Los Angeles County, California",6514,400,144,114,2.2,1.7
6037500202,"Census Tract 5002.02, Los Angeles County, California",4716,270,193,205,4.1,4.3
6037500300,"Census Tract 5003, Los Angeles County, California",3134,209,253,134,8.1,4.3
6037500402,"Census Tract 5004.02, Los Angeles County, California",4589,496,583,259,12.7,6.1
6037500403,"Census Tract 5004.03, Los Angeles County, California",3977,320,707,341,17.8,8.9
6037500404,"Census Tract 5004.04, Los Angeles County, California",4964,392,383,250,7.7,5.1
6037500500,"Census Tract 5005, Los Angeles County, California",2937,311,372,164,12.7,5.8
6037500600,"Census Tract 5006, Los Angeles County, California",5679,551,759,526,13.4,8.8
6037500700,"Census Tract 5007, Los Angeles County, California",6298,455,513,234,8.1,3.6
6037500800,"Census Tract 5008, Los Angeles County, California",5515,495,501,226,9.1,4.3
6037500900,"Census Tract 5009, Los Angeles County, California",5902,462,874,317,14.8,5.2
6037501001,"Census Tract 5010.01, Los Angeles County, California",3428,408,391,177,11.4,5.3
6037501002,"Census Tract 5010.02, Los Angeles County, California",5158,291,238,134,4.6,2.6
6037501200,"Census Tract 5012, Los Angeles County, California",5026,424,510,358,10.1,6.9
6037501300,"Census Tract 5013, Los Angeles County, California",7130,492,363,189,5.1,2.7
6037501400,"Census Tract 5014, Los Angeles County, California",4013,418,595,311,14.8,7.4
6037501501,"Census Tract 5015.01, Los Angeles County, California",2538,192,194,117,7.6,4.5
6037501503,"Census Tract 5015.03, Los Angeles County, California",5283,422,880,440,16.7,7.8
6037501504,"Census Tract 5015.04, Los Angeles County, California",3463,319,818,296,23.6,7.8
6037501600,"Census Tract 5016, Los Angeles County, California",6956,411,1010,468,14.5,6.6
6037501700,"Census Tract 5017, Los Angeles County, California",3512,351,459,453,13.1,12.5
6037501802,"Census Tract 5018.02, Los Angeles County, California",3507,272,470,203,13.4,5.7
6037501803,"Census Tract 5018.03, Los Angeles County, California",4353,353,1357,365,31.2,7.7
6037501804,"Census Tract 5018.04, Los Angeles County, California",2104,180,478,197,22.7,8.6
6037501900,"Census Tract 5019, Los Angeles County, California",4204,313,319,180,7.6,4.3
6037502003,"Census Tract 5020.03, Los Angeles County, California",2714,211,412,217,15.2,7.7
6037502004,"Census Tract 5020.04, Los Angeles County, California",4144,271,505,250,12.2,5.8
6037502005,"Census Tract 5020.05, Los Angeles County, California",5031,421,379,193,7.5,4
6037502100,"Census Tract 5021, Los Angeles County, California",4887,315,530,218,10.8,4.4
6037502200,"Census Tract 5022, Los Angeles County, California",6411,579,664,299,10.4,4.5
6037502301,"Census Tract 5023.01, Los Angeles County, California",5860,471,496,240,8.5,4.2
6037502302,"Census Tract 5023.02, Los Angeles County, California",3167,248,550,247,17.4,7.7
6037502401,"Census Tract 5024.01, Los Angeles County, California",5145,421,729,412,14.2,8
6037502402,"Census Tract 5024.02, Los Angeles County, California",3829,208,219,98,5.7,2.5
6037502500,"Census Tract 5025, Los Angeles County, California",3966,327,381,198,9.6,5.1
6037502601,"Census Tract 5026.01, Los Angeles County, California",7084,368,336,163,4.7,2.3
6037502602,"Census Tract 5026.02, Los Angeles County, California",4390,334,564,300,12.8,6.6
6037502700,"Census Tract 5027, Los Angeles County, California",6898,381,695,229,10.1,3.4
6037502801,"Census Tract 5028.01, Los Angeles County, California",6592,434,845,405,12.8,6.1
6037502802,"Census Tract 5028.02, Los Angeles County, California",2934,233,555,178,18.9,6.5
6037502901,"Census Tract 5029.01, Los Angeles County, California",5638,334,423,176,7.5,3.2
6037502902,"Census Tract 5029.02, Los Angeles County, California",4161,281,1156,282,27.8,6.5
6037503000,"Census Tract 5030, Los Angeles County, California",5701,565,1643,490,28.8,8.6
6037503103,"Census Tract 5031.03, Los Angeles County, California",5469,455,475,336,8.7,6
6037503104,"Census Tract 5031.04, Los Angeles County, California",2510,220,415,244,16.5,8.9
6037503105,"Census Tract 5031.05, Los Angeles County, California",4329,371,796,264,18.4,5.9
6037503106,"Census Tract 5031.06, Los Angeles County, California",3389,544,181,154,5.3,4.4
6037503201,"Census Tract 5032.01, Los Angeles County, California",4247,346,390,352,9.2,8.1
6037503202,"Census Tract 5032.02, Los Angeles County, California",5168,452,1031,342,19.9,5.7
6037503301,"Census Tract 5033.01, Los Angeles County, California",3143,275,259,204,8.2,6.6
6037503302,"Census Tract 5033.02, Los Angeles County, California",6698,671,395,319,5.9,4.4
6037503401,"Census Tract 5034.01, Los Angeles County, California",6669,497,569,253,8.5,3.8
6037503402,"Census Tract 5034.02, Los Angeles County, California",4232,242,268,167,6.3,4
6037503501,"Census Tract 5035.01, Los Angeles County, California",6297,520,1011,499,16.1,7.5
6037503502,"Census Tract 5035.02, Los Angeles County, California",4324,341,457,181,10.6,4
6037503601,"Census Tract 5036.01, Los Angeles County, California",3963,243,128,62,3.2,1.5
6037503602,"Census Tract 5036.02, Los Angeles County, California",4286,231,209,103,4.9,2.4
6037503701,"Census Tract 5037.01, Los Angeles County, California",5269,380,249,137,4.7,2.6
6037503702,"Census Tract 5037.02, Los Angeles County, California",5263,379,592,339,11.2,6.2
6037503703,"Census Tract 5037.03, Los Angeles County, California",7951,437,403,181,5.1,2.3
6037503801,"Census Tract 5038.01, Los Angeles County, California",3995,305,548,259,13.7,6.3
6037503802,"Census Tract 5038.02, Los Angeles County, California",4875,222,414,198,8.5,4.1
6037503901,"Census Tract 5039.01, Los Angeles County, California",2933,203,197,168,6.7,5.5
6037503902,"Census Tract 5039.02, Los Angeles County, California",4564,277,180,145,3.9,3.1
6037504001,"Census Tract 5040.01, Los Angeles County, California",3537,272,395,187,11.2,4.8
6037504002,"Census Tract 5040.02, Los Angeles County, California",4947,326,406,219,8.2,4.2
6037504101,"Census Tract 5041.01, Los Angeles County, California",5079,303,495,189,9.7,3.9
6037504102,"Census Tract 5041.02, Los Angeles County, California",7,11,0,12,0,100
6037530003,"Census Tract 5300.03, Los Angeles County, California",3370,243,211,94,6.3,2.8
6037530004,"Census Tract 5300.04, Los Angeles County, California",3709,350,336,174,9.1,4.7
6037530005,"Census Tract 5300.05, Los Angeles County, California",4326,317,296,165,6.8,3.7
6037530006,"Census Tract 5300.06, Los Angeles County, California",4060,360,414,191,10.2,4.6
6037530101,"Census Tract 5301.01, Los Angeles County, California",5147,413,982,322,19.1,6.4
6037530102,"Census Tract 5301.02, Los Angeles County, California",5112,473,755,263,14.8,5
6037530202,"Census Tract 5302.02, Los Angeles County, California",4382,407,229,207,5.2,4.6
6037530203,"Census Tract 5302.03, Los Angeles County, California",2900,402,476,260,16.4,9.2
6037530204,"Census Tract 5302.04, Los Angeles County, California",3926,384,683,274,17.4,7
6037530301,"Census Tract 5303.01, Los Angeles County, California",2152,236,514,174,23.9,8.2
6037530302,"Census Tract 5303.02, Los Angeles County, California",6886,538,754,349,10.9,5
6037530400,"Census Tract 5304, Los Angeles County, California",3810,320,797,295,20.9,8.6
6037530500,"Census Tract 5305, Los Angeles County, California",4102,511,1162,432,28.3,9.5
6037530601,"Census Tract 5306.01, Los Angeles County, California",3156,312,580,203,18.4,6.2
6037530602,"Census Tract 5306.02, Los Angeles County, California",1521,205,176,116,11.6,7.7
6037530700,"Census Tract 5307, Los Angeles County, California",2225,175,351,168,15.8,7.7
6037530801,"Census Tract 5308.01, Los Angeles County, California",4913,403,1081,342,22,6.7
6037530802,"Census Tract 5308.02, Los Angeles County, California",3473,346,620,297,17.9,8.2
6037530901,"Census Tract 5309.01, Los Angeles County, California",3585,281,669,266,18.7,7.5
6037530902,"Census Tract 5309.02, Los Angeles County, California",4150,528,782,249,18.8,6.5
6037531000,"Census Tract 5310, Los Angeles County, California",5283,479,1000,300,18.9,5.8
6037531101,"Census Tract 5311.01, Los Angeles County, California",4904,510,1019,468,20.8,9.1
6037531102,"Census Tract 5311.02, Los Angeles County, California",3399,341,947,293,27.9,8.1
6037531201,"Census Tract 5312.01, Los Angeles County, California",5718,580,1605,658,28.1,10.9
6037531202,"Census Tract 5312.02, Los Angeles County, California",4540,409,865,333,19.1,7.2
6037531301,"Census Tract 5313.01, Los Angeles County, California",5143,436,1712,494,33.3,9.3
6037531302,"Census Tract 5313.02, Los Angeles County, California",6734,645,1336,441,19.8,6.5
6037531502,"Census Tract 5315.02, Los Angeles County, California",3403,369,578,227,17,6.6
6037531503,"Census Tract 5315.03, Los Angeles County, California",2747,230,636,262,23.2,9.1
6037531504,"Census Tract 5315.04, Los Angeles County, California",4177,410,1284,524,30.7,11.6
6037531602,"Census Tract 5316.02, Los Angeles County, California",5005,530,1515,495,30.3,9
6037531603,"Census Tract 5316.03, Los Angeles County, California",3196,258,884,234,27.7,7.2
6037531604,"Census Tract 5316.04, Los Angeles County, California",3752,322,966,297,25.7,7.9
6037531701,"Census Tract 5317.01, Los Angeles County, California",5580,456,1125,390,20.2,6.8
6037531702,"Census Tract 5317.02, Los Angeles County, California",4663,403,1247,345,26.7,6.6
6037531800,"Census Tract 5318, Los Angeles County, California",5216,519,1071,412,20.5,7.7
6037531901,"Census Tract 5319.01, Los Angeles County, California",6371,591,1723,461,27,6.7
6037531902,"Census Tract 5319.02, Los Angeles County, California",4317,466,752,401,17.4,8.5
6037532001,"Census Tract 5320.01, Los Angeles County, California",3099,450,761,343,24.6,10.8
6037532002,"Census Tract 5320.02, Los Angeles County, California",3301,254,723,225,21.9,6.6
6037532101,"Census Tract 5321.01, Los Angeles County, California",6524,490,1454,579,22.3,8.4
6037532102,"Census Tract 5321.02, Los Angeles County, California",3830,407,251,142,6.6,3.7
6037532200,"Census Tract 5322, Los Angeles County, California",6501,587,802,359,12.3,5.5
6037532302,"Census Tract 5323.02, Los Angeles County, California",4780,305,900,330,18.8,7
6037532303,"Census Tract 5323.03, Los Angeles County, California",4468,298,532,189,11.9,4.4
6037532304,"Census Tract 5323.04, Los Angeles County, California",4156,449,1061,416,25.5,8.7
6037532400,"Census Tract 5324, Los Angeles County, California",58,18,1,3,1.7,4.7
6037532500,"Census Tract 5325, Los Angeles County, California",4015,400,1181,428,29.4,9.4
6037532603,"Census Tract 5326.03, Los Angeles County, California",3267,221,808,274,24.7,8
6037532604,"Census Tract 5326.04, Los Angeles County, California",2803,240,782,189,27.9,7
6037532605,"Census Tract 5326.05, Los Angeles County, California",3723,459,1311,462,35.2,11.4
