Id2,Geography,Total number of households,Total number of households- MOE,Median income (dollars); All households,Median income (dollars)- MOE; All households
6037540400,"Census Tract 5404, Los Angeles County, California",475,52,43194,2659
6037540501,"Census Tract 5405.01, Los Angeles County, California",1067,52,47656,12742
6037540502,"Census Tract 5405.02, Los Angeles County, California",1372,84,31441,4945
6037540600,"Census Tract 5406, Los Angeles County, California",964,94,30383,5609
6037540700,"Census Tract 5407, Los Angeles County, California",764,53,35184,7932
6037540800,"Census Tract 5408, Los Angeles County, California",1642,129,21957,4912
6037540901,"Census Tract 5409.01, Los Angeles County, California",1139,56,38641,10139
6037540902,"Census Tract 5409.02, Los Angeles County, California",1312,127,50811,10790
6037541001,"Census Tract 5410.01, Los Angeles County, California",329,33,46106,14535
6037541002,"Census Tract 5410.02, Los Angeles County, California",977,101,59438,8386
6037541100,"Census Tract 5411, Los Angeles County, California",900,49,46894,11297
6037541200,"Census Tract 5412, Los Angeles County, California",1724,85,51531,9019
6037541300,"Census Tract 5413, Los Angeles County, California",1340,89,56375,12215
6037541400,"Census Tract 5414, Los Angeles County, California",1484,90,33958,9774
6037541500,"Census Tract 5415, Los Angeles County, California",1104,128,30000,8059
6037541603,"Census Tract 5416.03, Los Angeles County, California",608,59,38047,11551
6037541604,"Census Tract 5416.04, Los Angeles County, California",1390,65,36722,4528
6037541605,"Census Tract 5416.05, Los Angeles County, California",1196,86,33214,6721
6037541606,"Census Tract 5416.06, Los Angeles County, California",561,56,44637,24124
6037541700,"Census Tract 5417, Los Angeles County, California",1297,82,54984,8571
6037541801,"Census Tract 5418.01, Los Angeles County, California",1056,100,52250,20477
6037541802,"Census Tract 5418.02, Los Angeles County, California",1026,92,46250,6729
6037542000,"Census Tract 5420, Los Angeles County, California",1101,72,43125,5022
6037542101,"Census Tract 5421.01, Los Angeles County, California",1483,90,40250,6757
6037542102,"Census Tract 5421.02, Los Angeles County, California",1616,73,45709,4929
6037542200,"Census Tract 5422, Los Angeles County, California",1532,58,44567,6585
6037542401,"Census Tract 5424.01, Los Angeles County, California",1158,82,35135,6725
6037542402,"Census Tract 5424.02, Los Angeles County, California",698,80,45541,18006
6037542501,"Census Tract 5425.01, Los Angeles County, California",1118,51,41667,18498
6037542502,"Census Tract 5425.02, Los Angeles County, California",1273,92,31654,10101
6037542601,"Census Tract 5426.01, Los Angeles County, California",587,78,35458,15334
6037542602,"Census Tract 5426.02, Los Angeles County, California",1293,84,30960,9373
6037542700,"Census Tract 5427, Los Angeles County, California",1269,86,38685,6518
6037542800,"Census Tract 5428, Los Angeles County, California",909,46,62657,20529
6037542900,"Census Tract 5429, Los Angeles County, California",749,32,43302,6114
6037543000,"Census Tract 5430, Los Angeles County, California",1128,107,45815,6513
6037543100,"Census Tract 5431, Los Angeles County, California",1720,83,45625,9015
6037543201,"Census Tract 5432.01, Los Angeles County, California",893,46,53073,11751
6037543202,"Census Tract 5432.02, Los Angeles County, California",1080,84,45461,6767
6037543303,"Census Tract 5433.03, Los Angeles County, California",1968,131,75949,7488
6037543304,"Census Tract 5433.04, Los Angeles County, California",1887,84,80804,12346
6037543305,"Census Tract 5433.05, Los Angeles County, California",942,46,68214,12761
6037543321,"Census Tract 5433.21, Los Angeles County, California",1601,109,77888,21302
6037543322,"Census Tract 5433.22, Los Angeles County, California",2057,89,84246,13802
6037543400,"Census Tract 5434, Los Angeles County, California",986,32,70667,13783
6037543501,"Census Tract 5435.01, Los Angeles County, California",2026,67,57679,11467
6037543502,"Census Tract 5435.02, Los Angeles County, California",1255,99,73588,8425
6037543503,"Census Tract 5435.03, Los Angeles County, California",1743,110,64811,8020
6037543601,"Census Tract 5436.01, Los Angeles County, California",1031,48,74219,12099
6037543602,"Census Tract 5436.02, Los Angeles County, California",2371,135,68231,5772
6037543603,"Census Tract 5436.03, Los Angeles County, California",1568,64,70286,16094
6037543604,"Census Tract 5436.04, Los Angeles County, California",1396,49,102132,25574
6037543701,"Census Tract 5437.01, Los Angeles County, California",662,27,58269,9627
6037543702,"Census Tract 5437.02, Los Angeles County, California",1846,91,70000,6945
6037543703,"Census Tract 5437.03, Los Angeles County, California",855,159,79558,14603
6037543801,"Census Tract 5438.01, Los Angeles County, California",1426,71,62896,7051
6037543802,"Census Tract 5438.02, Los Angeles County, California",1824,137,60357,7803
6037543903,"Census Tract 5439.03, Los Angeles County, California",927,61,65824,13671
6037543904,"Census Tract 5439.04, Los Angeles County, California",968,50,57333,10734
6037544000,"Census Tract 5440, Los Angeles County, California",2109,68,58319,8475
6037550000,"Census Tract 5500, Los Angeles County, California",141,66,89125,60926
6037550100,"Census Tract 5501, Los Angeles County, California",1788,73,58750,10912
6037550200,"Census Tract 5502, Los Angeles County, California",2179,88,64037,9158
6037550300,"Census Tract 5503, Los Angeles County, California",1949,108,70953,8290
6037550400,"Census Tract 5504, Los Angeles County, California",385,26,98713,16126
6037550500,"Census Tract 5505, Los Angeles County, California",2281,88,67188,11425
6037550600,"Census Tract 5506, Los Angeles County, California",2846,91,65966,13441
6037550700,"Census Tract 5507, Los Angeles County, California",1935,91,75787,12086
6037550800,"Census Tract 5508, Los Angeles County, California",2154,85,69712,11809
6037550900,"Census Tract 5509, Los Angeles County, California",3081,127,50697,6357
6037551000,"Census Tract 5510, Los Angeles County, California",2117,137,81963,8940
6037551100,"Census Tract 5511, Los Angeles County, California",2694,114,42500,7787
6037551201,"Census Tract 5512.01, Los Angeles County, California",1055,57,49458,14321
6037551202,"Census Tract 5512.02, Los Angeles County, California",1954,104,57864,15271
6037551300,"Census Tract 5513, Los Angeles County, California",1725,80,43632,5285
6037551400,"Census Tract 5514, Los Angeles County, California",2521,128,56435,6204
6037551500,"Census Tract 5515, Los Angeles County, California",2581,123,50026,14980
6037551600,"Census Tract 5516, Los Angeles County, California",0,132,-,**
6037551700,"Census Tract 5517, Los Angeles County, California",1674,59,53833,10165
6037551800,"Census Tract 5518, Los Angeles County, California",2104,121,64024,4004
6037551900,"Census Tract 5519, Los Angeles County, California",1421,57,59042,6454
6037552000,"Census Tract 5520, Los Angeles County, California",1910,74,63750,10564
6037552100,"Census Tract 5521, Los Angeles County, California",1767,77,44821,8672
6037552200,"Census Tract 5522, Los Angeles County, California",1786,72,44506,4045
6037552300,"Census Tract 5523, Los Angeles County, California",2411,105,64688,11292
6037552400,"Census Tract 5524, Los Angeles County, California",539,53,52355,17323
6037552601,"Census Tract 5526.01, Los Angeles County, California",1096,54,47500,15874
6037552602,"Census Tract 5526.02, Los Angeles County, California",1102,35,57100,11491
6037552700,"Census Tract 5527, Los Angeles County, California",1701,43,63393,9143
6037552800,"Census Tract 5528, Los Angeles County, California",1587,72,63810,6209
6037552900,"Census Tract 5529, Los Angeles County, California",1814,99,58302,9583
6037553000,"Census Tract 5530, Los Angeles County, California",1204,33,62500,15125
6037553100,"Census Tract 5531, Los Angeles County, California",1840,100,55000,8950
6037553200,"Census Tract 5532, Los Angeles County, California",1900,72,56735,6932
6037553300,"Census Tract 5533, Los Angeles County, California",974,58,49194,7338
6037553400,"Census Tract 5534, Los Angeles County, California",988,40,49947,5063
6037553501,"Census Tract 5535.01, Los Angeles County, California",2156,114,43659,5228
6037553502,"Census Tract 5535.02, Los Angeles County, California",1378,102,48339,7879
6037553601,"Census Tract 5536.01, Los Angeles County, California",1261,110,40638,7089
6037553602,"Census Tract 5536.02, Los Angeles County, California",1154,122,51340,3788
6037553701,"Census Tract 5537.01, Los Angeles County, California",959,45,48510,11637
6037553702,"Census Tract 5537.02, Los Angeles County, California",1136,70,33449,4754
6037553801,"Census Tract 5538.01, Los Angeles County, California",1101,70,41003,4874
6037553802,"Census Tract 5538.02, Los Angeles County, California",1973,101,35576,3527
6037553901,"Census Tract 5539.01, Los Angeles County, California",1699,95,47626,4038
6037553902,"Census Tract 5539.02, Los Angeles County, California",1699,96,40827,7641
6037554001,"Census Tract 5540.01, Los Angeles County, California",1172,61,71071,19584
6037554002,"Census Tract 5540.02, Los Angeles County, California",1645,73,46147,4202
6037554101,"Census Tract 5541.01, Los Angeles County, California",1064,77,51833,16759
6037554102,"Census Tract 5541.02, Los Angeles County, California",2790,87,49549,8168
6037554201,"Census Tract 5542.01, Los Angeles County, California",1122,41,64631,11588
6037554202,"Census Tract 5542.02, Los Angeles County, California",2488,166,40422,8208
6037554300,"Census Tract 5543, Los Angeles County, California",2077,103,41014,11379
6037554401,"Census Tract 5544.01, Los Angeles County, California",2683,102,57363,11349
6037554403,"Census Tract 5544.03, Los Angeles County, California",1666,98,35096,4144
6037554404,"Census Tract 5544.04, Los Angeles County, California",1312,79,56735,8411
6037554511,"Census Tract 5545.11, Los Angeles County, California",1205,30,100117,21010
6037554512,"Census Tract 5545.12, Los Angeles County, California",1843,46,97837,17664
6037554513,"Census Tract 5545.13, Los Angeles County, California",817,24,100592,21340
6037554514,"Census Tract 5545.14, Los Angeles County, California",1399,73,61610,2781
6037554515,"Census Tract 5545.15, Los Angeles County, California",1118,42,84306,27515
6037554516,"Census Tract 5545.16, Los Angeles County, California",1260,52,106707,10117
6037554517,"Census Tract 5545.17, Los Angeles County, California",1480,36,74167,20627
6037554518,"Census Tract 5545.18, Los Angeles County, California",1546,60,86056,8874
6037554519,"Census Tract 5545.19, Los Angeles County, California",1143,58,122768,24866
6037554521,"Census Tract 5545.21, Los Angeles County, California",2113,76,78091,9667
6037554522,"Census Tract 5545.22, Los Angeles County, California",1516,54,98333,20349
6037554600,"Census Tract 5546, Los Angeles County, California",1126,84,54045,10448
6037554700,"Census Tract 5547, Los Angeles County, California",918,70,67500,8296
6037554801,"Census Tract 5548.01, Los Angeles County, California",749,67,52094,9819
6037554802,"Census Tract 5548.02, Los Angeles County, California",1677,124,49408,7803
6037554900,"Census Tract 5549, Los Angeles County, California",1959,152,47029,15033
6037555001,"Census Tract 5550.01, Los Angeles County, California",1373,81,63255,5908
6037555002,"Census Tract 5550.02, Los Angeles County, California",1023,56,77573,18050
6037555102,"Census Tract 5551.02, Los Angeles County, California",1991,107,52077,8741
6037555103,"Census Tract 5551.03, Los Angeles County, California",1310,73,62019,9499
6037555104,"Census Tract 5551.04, Los Angeles County, California",1331,53,68071,5648
6037555202,"Census Tract 5552.02, Los Angeles County, California",1157,22,97063,18481
6037555211,"Census Tract 5552.11, Los Angeles County, California",1487,130,47872,13868
6037555212,"Census Tract 5552.12, Los Angeles County, California",1326,119,48438,12560
6037570001,"Census Tract 5700.01, Los Angeles County, California",1336,58,80900,11341
6037570002,"Census Tract 5700.02, Los Angeles County, California",776,59,77500,6921
6037570003,"Census Tract 5700.03, Los Angeles County, California",1313,36,82125,19060
6037570100,"Census Tract 5701, Los Angeles County, California",757,29,68542,28341
6037570202,"Census Tract 5702.02, Los Angeles County, California",1632,67,56277,6090
6037570203,"Census Tract 5702.03, Los Angeles County, California",1257,62,36230,7249
6037570204,"Census Tract 5702.04, Los Angeles County, California",982,77,40867,2642
6037570301,"Census Tract 5703.01, Los Angeles County, California",2081,113,40607,3094
6037570303,"Census Tract 5703.03, Los Angeles County, California",1269,71,48307,7596
6037570304,"Census Tract 5703.04, Los Angeles County, California",1422,78,33167,10376
6037570401,"Census Tract 5704.01, Los Angeles County, California",1966,99,36522,6910
6037570402,"Census Tract 5704.02, Los Angeles County, California",911,72,53590,10932
